task,task_0_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc,task_19_acc
0,36.57921291624621,44.1372351160444,48.03229061553986,58.7991927346115,59.54591321897074,57.61856710393542,50.38345105953582,47.32593340060545,34.36932391523713,25.77194752774975,23.158425832492433,16.992936427850655,16.39757820383451,14.561049445005045,15.348133198789101,15.943491422805247,17.4167507568113,17.971745711402622,18.960645812310798,23.289606458123107
1,43.77396569122099,52.593340060544904,56.730575176589305,68.04238143289606,70.64581231079717,68.51664984863774,62.815338042381434,59.93945509586276,47.51765893037336,46.41775983854692,47.699293642785065,56.32694248234107,56.99293642785066,62.88597376387487,65.74167507568113,62.29061553985873,55.822401614530776,52.7648839556004,45.418768920282545,35.5196770938446
2,46.02421796165489,56.67003027245207,62.250252270433904,77.62865792129162,80.54490413723512,78.40565085771948,70.6760847628658,66.3773965691221,50.030272452068616,47.0635721493441,47.941473259334,57.33602421796166,59.08173562058527,65.44904137235116,70.14127144298688,62.31079717457114,52.82542885973764,48.37537840565086,37.68920282542886,26.91220988900101
3,42.49243188698284,54.056508577194755,60.11099899091826,79.1321897073663,82.27043390514632,79.33400605449042,70.97880928355197,66.14530776992936,49.283551967709386,46.97275479313824,48.940464177598386,61.58425832492432,65.09586276488396,75.13622603430878,80.75681130171544,72.2401614530777,60.22199798183653,55.660948536831484,42.14934409687184,27.336024217961654
4,40.58526740665994,52.7648839556004,58.63773965691221,81.00908173562058,85.98385469223007,85.94349142280525,81.96770938446014,78.56710393541877,62.51261352169526,57.598385469223004,57.10393541876892,65.38849646821393,68.627648839556,76.9021190716448,82.03834510595358,71.25126135216952,58.59737638748739,53.562058526740664,39.75782038345106,26.680121089808274
5,40.57517658930373,53.208879919273464,59.63673057517659,81.73562058526741,86.76084762865793,86.5590312815338,83.37033299697275,79.70736629667003,62.65388496468214,56.65993945509586,56.17558022199798,66.0343087790111,69.29364278506559,79.02119071644803,86.3874873864783,83.50151362260343,77.96165489404642,73.41069626639758,62.16952573158426,43.723511604439956
6,40.97880928355197,54.1372351160444,59.77800201816347,82.82542885973764,88.37537840565086,88.970736629667,87.83047426841574,85.44904137235116,71.85671039354187,64.59132189707367,62.29061553985873,68.48637739656913,72.0686175580222,80.82744702320888,87.53784056508577,85.29767911200807,81.41271442986881,77.7497477295661,67.42684157416751,48.143289606458126
7,43.53178607467205,55.01513622603431,60.65590312815338,81.99798183652877,87.87083753784057,88.9606458123108,88.35519677093845,85.45913218970736,71.44298688193744,63.23915237134208,62.078708375378405,68.53683148335016,72.16952573158426,80.56508577194752,88.284561049445,88.04238143289606,85.882946518668,83.39051463168516,74.3188698284561,54.78304742684158
8,42.88597376387487,55.771947527749745,61.48335015136226,82.83551967709384,89.18264379414732,90.11099899091826,90.24217961654894,89.33400605449042,84.63168516649849,79.01109989909183,76.18567103935419,76.7305751765893,77.85065590312816,83.53178607467206,89.26337033299697,89.25327951564077,87.63874873864783,85.20686175580222,77.42684157416751,57.921291624621595
9,42.199798183652874,54.61150353178608,60.29263370332997,82.96670030272452,89.15237134207871,90.20181634712412,90.8678102926337,89.83854692230071,85.89303733602422,80.63572149344097,77.51765893037336,77.04339051463168,78.60746720484359,83.98587285570132,89.94954591321897,90.5247225025227,90.28254288597377,88.90010090817356,85.32795156407668,71.06962663975781
