Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.922222	0.933333	0.892533	0.893542	
0.900000	0.900000	0.866700	0.866801	
0.888889	0.900000	0.923814	0.923814	
0.866667	0.877778	0.898587	0.899697	
0.900000	0.911111	0.916650	0.917255	
0.900000	0.911111	0.920585	0.921292	
0.933333	0.933333	0.898890	0.899798	
0.844444	0.866667	0.903330	0.904844	
0.800000	0.800000	0.883047	0.886075	
0.866667	0.877778	0.909687	0.911302	
0.844444	0.855556	0.876589	0.877397	
0.877778	0.900000	0.889203	0.891927	
0.644444	0.644444	0.664379	0.670333	
0.877778	0.877778	0.891423	0.891826	
0.888889	0.922222	0.910293	0.910999	
0.822222	0.833333	0.831786	0.835318	
0.888889	0.888889	0.888900	0.890817	
0.877778	0.877778	0.882240	0.884057	
0.844444	0.877778	0.779112	0.784258	
0.800000	0.811111	0.856912	0.859738	
