Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.944444	0.966667	0.917962	0.919072	
0.933333	0.933333	0.901211	0.902119	
0.911111	0.911111	0.918264	0.919072	
0.877778	0.877778	0.920686	0.921493	
0.922222	0.933333	0.916246	0.917659	
0.933333	0.955556	0.922402	0.922200	
0.933333	0.933333	0.917255	0.917659	
0.900000	0.911111	0.925025	0.925530	
0.844444	0.844444	0.918567	0.919273	
0.933333	0.933333	0.925328	0.924016	
0.933333	0.944444	0.915742	0.917154	
0.900000	0.900000	0.925833	0.925933	
0.788889	0.788889	0.844702	0.847427	
0.911111	0.922222	0.914834	0.915237	
0.877778	0.877778	0.922906	0.923310	
0.888889	0.900000	0.905550	0.905752	
0.922222	0.933333	0.921594	0.923209	
0.955556	0.955556	0.915843	0.916751	
0.844444	0.866667	0.869929	0.871140	
0.933333	0.933333	0.906963	0.907164	
