Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.955556	0.955556	0.919173	0.920182	
0.888889	0.911111	0.865994	0.868718	
0.922222	0.933333	0.918567	0.919677	
0.933333	0.933333	0.924823	0.924622	
0.933333	0.944444	0.916448	0.917356	
0.944444	0.955556	0.920686	0.921393	
0.877778	0.900000	0.910494	0.911100	
0.933333	0.944444	0.909485	0.909284	
0.911111	0.922222	0.908880	0.910293	
0.888889	0.888889	0.911504	0.913522	
0.911111	0.911111	0.909687	0.910898	
0.911111	0.911111	0.916347	0.917558	
0.844444	0.866667	0.830172	0.831988	
0.933333	0.933333	0.901009	0.901917	
0.944444	0.955556	0.909082	0.909183	
0.944444	0.966667	0.896973	0.895863	
0.911111	0.922222	0.899596	0.900505	
0.922222	0.922222	0.908274	0.910091	
0.777778	0.777778	0.763169	0.766599	
0.866667	0.866667	0.864682	0.867003	
