Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.944444	0.944444	0.871645	0.871544	
0.811111	0.811111	0.816852	0.818365	
0.811111	0.855556	0.869929	0.870131	
0.855556	0.855556	0.874369	0.875782	
0.866667	0.888889	0.861251	0.860848	
0.877778	0.877778	0.835721	0.836529	
0.811111	0.833333	0.710898	0.714632	
0.633333	0.644444	0.668920	0.673865	
0.700000	0.711111	0.694753	0.702523	
0.766667	0.788889	0.721393	0.725530	
0.666667	0.666667	0.651160	0.658930	
0.800000	0.800000	0.833804	0.835923	
0.577778	0.588889	0.628860	0.635621	
0.688889	0.722222	0.734107	0.740464	
0.688889	0.711111	0.737740	0.741776	
0.811111	0.855556	0.806559	0.809586	
0.822222	0.855556	0.729566	0.733199	
0.555556	0.600000	0.657820	0.666498	
0.700000	0.700000	0.727245	0.730474	
0.744444	0.733333	0.780727	0.785671	
