Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.922222	0.944444	0.918264	0.918365	
0.911111	0.922222	0.871342	0.873058	
0.955556	0.955556	0.927649	0.927750	
0.933333	0.933333	0.920081	0.920585	
0.955556	1.000000	0.921695	0.923007	
0.888889	0.888889	0.925631	0.925732	
0.888889	0.911111	0.922099	0.922503	
0.877778	0.877778	0.916751	0.916145	
0.888889	0.900000	0.912210	0.913219	
0.955556	0.966667	0.920989	0.922301	
0.933333	0.933333	0.915843	0.915742	
0.900000	0.911111	0.914632	0.915338	
0.811111	0.833333	0.838951	0.841877	
0.933333	0.933333	0.919475	0.921191	
0.933333	0.944444	0.918870	0.919475	
0.877778	0.888889	0.895762	0.895762	
0.911111	0.911111	0.900101	0.901917	
0.922222	0.933333	0.913522	0.914531	
0.788889	0.811111	0.773259	0.775378	
0.833333	0.844444	0.868012	0.868416	
