Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.922222	0.944444	0.922805	0.923209	
0.800000	0.822222	0.868113	0.869122	
0.933333	0.933333	0.923915	0.923411	
0.966667	0.977778	0.926539	0.926034	
0.922222	0.933333	0.917356	0.918163	
0.922222	0.922222	0.922704	0.922805	
0.900000	0.922222	0.915641	0.916953	
0.966667	0.966667	0.928254	0.928355	
0.877778	0.877778	0.908678	0.909687	
0.888889	0.900000	0.930172	0.931282	
0.911111	0.911111	0.912210	0.911504	
0.911111	0.933333	0.929062	0.927447	
0.888889	0.900000	0.862462	0.862260	
0.944444	0.955556	0.910494	0.911705	
0.977778	0.977778	0.929869	0.930373	
0.933333	0.955556	0.910192	0.910394	
0.944444	0.944444	0.922805	0.922503	
0.888889	0.900000	0.908880	0.909284	
0.833333	0.833333	0.761352	0.768214	
0.844444	0.877778	0.863370	0.865691	
