Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.822222	0.833333	0.890111	0.891524	
0.888889	0.888889	0.871645	0.872452	
0.944444	0.944444	0.917054	0.917255	
0.911111	0.911111	0.897881	0.897780	
0.900000	0.900000	0.914934	0.914531	
0.911111	0.922222	0.909990	0.909889	
0.866667	0.877778	0.897982	0.897881	
0.888889	0.900000	0.882543	0.882947	
0.877778	0.888889	0.886075	0.885570	
0.877778	0.888889	0.887286	0.886075	
0.900000	0.911111	0.875378	0.877598	
0.933333	0.944444	0.887689	0.888093	
0.577778	0.588889	0.661352	0.666297	
0.955556	0.966667	0.889506	0.890716	
0.944444	0.944444	0.887689	0.887084	
0.877778	0.900000	0.823108	0.825732	
0.877778	0.888889	0.873360	0.873764	
0.833333	0.855556	0.880121	0.881231	
0.800000	0.833333	0.788396	0.792432	
0.844444	0.844444	0.865691	0.867205	
