Support Loss	Context Loss	Support Acc.	Context Acc.	
0.093650	0.143683	87.109375	71.111115	
0.103512	0.089733	85.156250	83.333336	
0.086052	0.105163	83.593750	82.222229	
0.109023	0.091316	79.296875	84.444450	
0.096991	0.080047	83.984375	90.000008	
0.104305	0.101026	83.593750	84.444450	
0.094731	0.117615	83.984375	80.000000	
0.092890	0.099749	86.328125	85.555557	
0.078465	0.085647	88.671875	88.888893	
0.084467	0.081515	85.156250	85.555557	
0.114786	0.074888	83.984375	85.555557	
0.075165	0.103993	87.500000	81.111115	
0.107148	0.097137	83.203125	82.222229	
0.086742	0.112053	87.500000	81.111115	
0.102440	0.091051	86.718750	87.777779	
0.087233	0.095146	86.328125	88.888893	
0.092065	0.103126	83.593750	84.444450	
0.092592	0.103633	87.109375	86.666672	
0.080037	0.099680	85.937500	83.333336	
0.112152	0.077851	84.375000	90.000008	
0.104618	0.097592	81.640625	84.444450	
0.098198	0.085647	85.546875	90.000008	
0.099641	0.071608	85.937500	91.111115	
0.074167	0.081482	88.281250	83.333336	
0.096855	0.072220	83.984375	87.777779	
0.079691	0.094429	86.718750	87.777779	
0.092469	0.063480	84.375000	92.222229	
0.097428	0.090256	86.328125	85.555557	
0.106199	0.118839	82.031250	80.000000	
0.097051	0.105260	83.984375	80.000000	
0.085480	0.083491	85.156250	84.444450	
0.071289	0.105463	88.671875	82.222229	
0.081187	0.068668	88.671875	93.333336	
0.076547	0.078120	88.281250	91.111115	
0.081693	0.087425	85.937500	87.777779	
0.091030	0.083785	85.546875	85.555557	
0.082600	0.078188	87.109375	86.666672	
0.073207	0.117652	86.718750	78.888893	
0.074901	0.084962	88.281250	83.333336	
0.104821	0.097836	84.375000	82.222229	
0.091153	0.105536	86.718750	81.111115	
0.089388	0.085120	83.984375	81.111115	
0.078513	0.094856	86.328125	81.111115	
0.093316	0.071486	84.375000	91.111115	
0.096101	0.077799	87.109375	87.777779	
0.079351	0.083883	86.718750	86.666672	
0.102608	0.088416	82.812500	85.555557	
0.091373	0.081978	86.328125	86.666672	
0.081708	0.093786	88.281250	82.222229	
0.072090	0.084410	90.625000	88.888893	
0.109754	0.086986	85.546875	83.333336	
0.100615	0.107035	85.937500	85.555557	
0.080761	0.093656	88.281250	84.444450	
0.082951	0.087544	86.328125	82.222229	
0.108852	0.085988	84.375000	86.666672	
0.071792	0.098099	85.156250	82.222229	
0.088239	0.068285	84.765625	87.777779	
0.077407	0.099110	88.671875	77.777779	
0.092332	0.071767	82.031250	92.222229	
0.092365	0.096010	86.328125	90.000008	
0.089886	0.098630	86.718750	78.888893	
0.100335	0.097428	82.812500	83.333336	
0.091175	0.090227	84.375000	84.444450	
0.078360	0.099402	89.453125	82.222229	
0.090879	0.099336	86.718750	83.333336	
0.089877	0.076972	87.500000	88.888893	
0.078547	0.101914	88.281250	85.555557	
0.096331	0.061478	82.812500	91.111115	
0.080342	0.079931	87.109375	84.444450	
0.084844	0.069503	88.671875	90.000008	
0.086912	0.089349	87.109375	91.111115	
0.105706	0.097781	85.156250	84.444450	
0.094026	0.095911	85.156250	85.555557	
0.073032	0.098920	88.671875	82.222229	
0.077117	0.077388	87.890625	85.555557	
0.094373	0.089208	86.718750	86.666672	
0.078846	0.089142	87.500000	88.888893	
0.074940	0.081900	87.890625	83.333336	
0.086958	0.087058	87.890625	85.555557	
0.080051	0.088981	85.937500	88.888893	
0.095451	0.075848	83.984375	88.888893	
