Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.777778	0.777778	0.770030	0.771342	
0.722222	0.755556	0.743290	0.748638	
0.766667	0.766667	0.729465	0.729768	
0.722222	0.722222	0.756206	0.760242	
0.733333	0.733333	0.696166	0.696266	
0.711111	0.722222	0.694046	0.695863	
0.555556	0.600000	0.592028	0.597275	
0.555556	0.588889	0.598285	0.601413	
0.644444	0.655556	0.639354	0.643391	
0.500000	0.511111	0.633098	0.637538	
0.622222	0.622222	0.596165	0.598486	
0.744444	0.744444	0.730777	0.734208	
0.433333	0.466667	0.497881	0.505045	
0.533333	0.555556	0.601312	0.607064	
0.744444	0.744444	0.636024	0.638547	
0.644444	0.644444	0.680020	0.682341	
0.622222	0.633333	0.640464	0.647023	
0.655556	0.666667	0.576690	0.582139	
0.677778	0.677778	0.672250	0.672654	
0.733333	0.744444	0.725732	0.726842	
