Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.877778	0.877778	0.852674	0.851968	
0.766667	0.777778	0.774571	0.776186	
0.788889	0.788889	0.786781	0.789909	
0.844444	0.855556	0.856408	0.858325	
0.688889	0.711111	0.734712	0.739152	
0.722222	0.744444	0.739556	0.740061	
0.611111	0.622222	0.569627	0.582038	
0.655556	0.666667	0.639152	0.644702	
0.644444	0.655556	0.632795	0.639859	
0.711111	0.711111	0.670333	0.673259	
0.600000	0.600000	0.578708	0.588093	
0.855556	0.855556	0.813824	0.816953	
0.555556	0.577778	0.595459	0.601312	
0.577778	0.588889	0.587487	0.596569	
0.688889	0.711111	0.677598	0.680626	
0.700000	0.733333	0.783956	0.786478	
0.688889	0.688889	0.708880	0.711907	
0.611111	0.611111	0.552775	0.562361	
0.655556	0.666667	0.685671	0.690414	
0.666667	0.688889	0.739455	0.743794	
