Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.922222	0.922222	0.883047	0.883451	
0.888889	0.911111	0.849445	0.849849	
0.966667	0.977778	0.908375	0.907972	
0.922222	0.933333	0.885974	0.885066	
0.888889	0.900000	0.912109	0.912714	
0.900000	0.922222	0.893239	0.893946	
0.911111	0.922222	0.867911	0.869627	
0.788889	0.800000	0.761554	0.765288	
0.788889	0.811111	0.804844	0.809687	
0.855556	0.855556	0.807366	0.810696	
0.777778	0.800000	0.796367	0.798688	
0.866667	0.877778	0.855903	0.857719	
0.622222	0.633333	0.658325	0.664178	
0.900000	0.911111	0.873058	0.873360	
0.788889	0.833333	0.817861	0.821493	
0.811111	0.822222	0.823512	0.826539	
0.822222	0.833333	0.788396	0.790817	
0.833333	0.833333	0.827043	0.830071	
0.822222	0.822222	0.758930	0.761049	
0.844444	0.855556	0.827952	0.829465	
