Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.922222	0.944444	0.898486	0.900202	
0.888889	0.888889	0.881736	0.883148	
0.888889	0.900000	0.922603	0.923613	
0.900000	0.911111	0.903935	0.906155	
0.933333	0.933333	0.916751	0.918567	
0.933333	0.944444	0.922805	0.922099	
0.944444	0.944444	0.913724	0.914834	
0.833333	0.833333	0.907064	0.908476	
0.922222	0.944444	0.909788	0.910898	
0.866667	0.866667	0.910696	0.913623	
0.877778	0.888889	0.911100	0.911403	
0.888889	0.900000	0.905045	0.906357	
0.744444	0.755556	0.654894	0.663269	
0.911111	0.922222	0.905954	0.906155	
0.900000	0.900000	0.905045	0.906458	
0.800000	0.800000	0.838042	0.840565	
0.888889	0.900000	0.895661	0.896670	
0.955556	0.955556	0.907165	0.907366	
0.866667	0.866667	0.797982	0.802422	
0.911111	0.933333	0.876488	0.878305	
