Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.433333	0.444444	0.408073	0.412916	
0.511111	0.522222	0.526842	0.531282	
0.533333	0.555556	0.580525	0.585368	
0.877778	0.877778	0.812714	0.813824	
0.822222	0.822222	0.861150	0.862664	
0.833333	0.844444	0.861352	0.861756	
0.777778	0.777778	0.823411	0.825530	
0.711111	0.722222	0.787487	0.791524	
0.588889	0.611111	0.628860	0.632997	
0.655556	0.655556	0.580222	0.587588	
0.588889	0.600000	0.574571	0.581029	
0.644444	0.644444	0.659334	0.662260	
0.666667	0.677778	0.686478	0.689808	
0.766667	0.777778	0.774369	0.778809	
0.811111	0.844444	0.821393	0.823814	
0.744444	0.744444	0.721695	0.726034	
0.611111	0.622222	0.597275	0.604440	
0.511111	0.533333	0.548638	0.556509	
0.422222	0.455556	0.412311	0.420383	
0.244444	0.266667	0.277598	0.283956	
