Support Loss	Context Loss	Support Acc.	Context Acc.	
0.083279	0.061349	88.671875	91.111115	
0.074402	0.072452	92.187500	88.888893	
0.071320	0.067958	91.796875	90.000008	
0.093164	0.064581	89.062500	87.777779	
0.066401	0.093846	89.453125	86.666672	
0.051735	0.087696	91.015625	85.555557	
0.087678	0.050243	86.328125	94.444450	
0.062170	0.082658	91.406250	87.777779	
0.073034	0.062829	89.062500	90.000008	
0.072733	0.079862	90.625000	86.666672	
0.077657	0.068613	89.453125	91.111115	
0.081307	0.072914	87.890625	90.000008	
0.078750	0.086551	89.062500	85.555557	
0.067465	0.078813	90.625000	88.888893	
0.069143	0.058518	90.234375	90.000008	
0.075685	0.064196	88.671875	91.111115	
0.077011	0.066627	88.671875	90.000008	
0.111910	0.073088	86.328125	88.888893	
0.072902	0.103483	89.062500	82.222229	
0.086699	0.059143	89.843750	93.333336	
0.066728	0.074779	94.140625	87.777779	
0.081443	0.063463	87.890625	92.222229	
0.083092	0.066025	89.843750	90.000008	
0.089299	0.084234	89.453125	86.666672	
0.085352	0.072934	90.625000	88.888893	
0.079745	0.063194	91.015625	90.000008	
0.084971	0.060281	87.500000	93.333336	
0.069796	0.072768	89.843750	90.000008	
0.090915	0.064407	85.937500	90.000008	
0.061751	0.055911	88.671875	92.222229	
0.067488	0.083849	92.968750	85.555557	
0.081883	0.073446	91.015625	91.111115	
0.077692	0.048759	89.453125	92.222229	
0.085463	0.085198	89.062500	87.777779	
0.069141	0.071979	91.406250	91.111115	
0.085146	0.067140	89.843750	90.000008	
0.071828	0.068059	89.062500	90.000008	
0.066562	0.079050	90.625000	85.555557	
0.067754	0.065247	89.453125	88.888893	
0.069582	0.072250	87.890625	87.777779	
0.056239	0.073585	93.750000	87.777779	
0.079765	0.050067	92.187500	95.555557	
0.072480	0.069804	89.843750	90.000008	
0.046409	0.050940	93.359375	92.222229	
0.058871	0.062686	91.015625	91.111115	
0.065628	0.058799	90.625000	91.111115	
0.082973	0.061217	89.843750	90.000008	
0.071442	0.076536	90.625000	90.000008	
0.078024	0.049698	87.109375	92.222229	
0.088097	0.080607	91.796875	86.666672	
0.080956	0.064377	86.718750	93.333336	
0.079805	0.065357	91.015625	87.777779	
0.083928	0.096024	89.062500	81.111115	
0.075788	0.078795	89.062500	84.444450	
0.070777	0.051464	93.750000	91.111115	
0.076153	0.050706	89.062500	92.222229	
0.091910	0.086222	87.109375	86.666672	
0.054747	0.084894	92.578125	86.666672	
0.078465	0.042725	93.750000	91.111115	
0.078367	0.063240	90.625000	90.000008	
0.071773	0.074507	91.796875	88.888893	
0.078700	0.071686	87.500000	86.666672	
0.078576	0.072198	88.281250	84.444450	
0.079714	0.066302	87.109375	88.888893	
0.072442	0.093396	88.281250	85.555557	
0.080575	0.049985	89.843750	92.222229	
0.064372	0.085728	92.578125	83.333336	
0.078388	0.073356	90.625000	88.888893	
0.071697	0.070740	91.796875	85.555557	
0.074301	0.050416	90.234375	93.333336	
0.063785	0.065394	92.968750	91.111115	
0.079599	0.055712	89.062500	92.222229	
0.056644	0.098903	94.531250	82.222229	
0.072645	0.048083	89.843750	94.444450	
0.076025	0.065830	90.234375	91.111115	
0.063274	0.067313	87.500000	91.111115	
0.067948	0.063240	90.625000	87.777779	
0.086636	0.050316	89.453125	91.111115	
0.049566	0.077014	91.796875	86.666672	
0.083641	0.064255	89.453125	93.333336	
0.050108	0.071156	91.406250	87.777779	
0.073590	0.047662	92.187500	95.555557	
0.050534	0.057627	91.406250	93.333336	
0.081367	0.078734	90.625000	82.222229	
0.085858	0.064080	90.234375	91.111115	
0.054342	0.061411	88.671875	92.222229	
0.064763	0.061824	92.578125	91.111115	
0.072018	0.060794	89.843750	94.444450	
0.059278	0.075407	91.796875	86.666672	
0.090149	0.080138	87.890625	84.444450	
0.063134	0.067038	90.625000	88.888893	
0.089635	0.069477	91.015625	90.000008	
0.099063	0.083403	91.796875	84.444450	
0.080485	0.080693	88.281250	86.666672	
0.072683	0.080277	90.234375	80.000000	
0.095934	0.072196	87.109375	88.888893	
0.073588	0.096238	89.062500	81.111115	
0.075639	0.072994	91.015625	84.444450	
0.066224	0.077880	91.406250	84.444450	
0.056082	0.057465	91.015625	93.333336	
0.080223	0.060312	88.671875	91.111115	
0.070222	0.077682	89.453125	84.444450	
0.070146	0.059715	87.500000	88.888893	
0.065318	0.065554	90.625000	91.111115	
0.071582	0.052861	91.015625	93.333336	
0.067378	0.077890	89.453125	87.777779	
0.080623	0.058570	87.109375	91.111115	
0.090951	0.053624	88.671875	92.222229	
0.062657	0.071537	87.890625	88.888893	
0.060717	0.067610	91.406250	84.444450	
0.088733	0.057849	89.062500	91.111115	
0.056462	0.103473	92.187500	81.111115	
0.081907	0.067117	89.453125	88.888893	
0.063512	0.058033	91.796875	92.222229	
0.056016	0.058469	90.234375	91.111115	
0.061467	0.053539	92.968750	94.444450	
