Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.844444	0.877778	0.864682	0.865994	
0.877778	0.888889	0.860545	0.863169	
0.844444	0.866667	0.865086	0.867709	
0.866667	0.877778	0.880424	0.883754	
0.900000	0.911111	0.901110	0.903935	
0.866667	0.877778	0.897578	0.898083	
0.844444	0.866667	0.906458	0.908274	
0.900000	0.922222	0.892533	0.894652	
0.933333	0.955556	0.899798	0.902119	
0.855556	0.888889	0.873966	0.876186	
0.855556	0.855556	0.878002	0.881534	
0.788889	0.788889	0.839859	0.846115	
0.900000	0.900000	0.839051	0.847931	
0.811111	0.855556	0.856509	0.862260	
0.911111	0.944444	0.898385	0.902018	
0.900000	0.911111	0.899294	0.902725	
0.888889	0.888889	0.905651	0.907972	
0.833333	0.833333	0.895257	0.896973	
0.811111	0.822222	0.882139	0.885066	
0.755556	0.800000	0.736731	0.743996	
