Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.388889	0.388889	0.410696	0.416549	
0.511111	0.544444	0.522099	0.529465	
0.633333	0.644444	0.585772	0.593138	
0.877778	0.877778	0.826337	0.828153	
0.911111	0.911111	0.881635	0.880928	
0.877778	0.888889	0.891423	0.890918	
0.844444	0.855556	0.878507	0.879617	
0.888889	0.888889	0.849950	0.850353	
0.722222	0.766667	0.719879	0.727548	
0.700000	0.711111	0.645913	0.649950	
0.644444	0.655556	0.629970	0.635923	
0.688889	0.700000	0.699798	0.704945	
0.822222	0.844444	0.729062	0.733502	
0.777778	0.811111	0.817154	0.819677	
0.944444	0.944444	0.879717	0.879919	
0.833333	0.833333	0.854087	0.856609	
0.833333	0.855556	0.810595	0.810696	
0.711111	0.755556	0.768517	0.773158	
0.700000	0.722222	0.655802	0.663068	
0.555556	0.577778	0.477800	0.484359	
