Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.433333	0.466667	0.410696	0.417356	
0.511111	0.544444	0.520383	0.528759	
0.533333	0.544444	0.584258	0.593037	
0.744444	0.766667	0.822805	0.826438	
0.855556	0.855556	0.880827	0.882341	
0.877778	0.900000	0.889909	0.891726	
0.888889	0.888889	0.887084	0.889405	
0.877778	0.888889	0.854289	0.858829	
0.744444	0.755556	0.716347	0.718769	
0.611111	0.644444	0.628961	0.635419	
0.588889	0.611111	0.613219	0.618769	
0.766667	0.777778	0.684157	0.689001	
0.800000	0.822222	0.717760	0.723108	
0.822222	0.822222	0.808880	0.810494	
0.866667	0.877778	0.887487	0.890515	
0.877778	0.900000	0.885368	0.886075	
0.788889	0.822222	0.858729	0.862159	
0.811111	0.833333	0.830979	0.835116	
0.722222	0.722222	0.735520	0.741877	
0.500000	0.511111	0.540565	0.550252	
