Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.433333	0.466667	0.436731	0.444702	
0.566667	0.566667	0.556710	0.565187	
0.666667	0.677778	0.613925	0.620081	
0.811111	0.844444	0.829162	0.834410	
0.888889	0.900000	0.890716	0.891524	
0.822222	0.822222	0.899092	0.899495	
0.844444	0.866667	0.908981	0.911302	
0.900000	0.900000	0.896266	0.899395	
0.922222	0.922222	0.848940	0.852573	
0.766667	0.788889	0.786478	0.794551	
0.766667	0.788889	0.765691	0.770535	
0.788889	0.788889	0.752573	0.758426	
0.844444	0.844444	0.767508	0.775681	
0.777778	0.777778	0.825832	0.829263	
0.922222	0.933333	0.891221	0.893744	
0.911111	0.900000	0.900505	0.903633	
0.922222	0.933333	0.897074	0.898688	
0.855556	0.855556	0.886176	0.889203	
0.811111	0.822222	0.839960	0.845106	
0.722222	0.733333	0.676387	0.684662	
