Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.422222	0.455556	0.433502	0.438951	
0.533333	0.522222	0.541978	0.545005	
0.688889	0.722222	0.597982	0.602926	
0.822222	0.844444	0.828456	0.832190	
0.877778	0.888889	0.890313	0.893441	
0.944444	0.944444	0.902422	0.904541	
0.944444	0.955556	0.914834	0.915943	
0.933333	0.944444	0.905651	0.907568	
0.900000	0.922222	0.895762	0.895661	
0.855556	0.866667	0.850252	0.853179	
0.800000	0.800000	0.822704	0.826741	
0.888889	0.900000	0.789707	0.792230	
0.744444	0.744444	0.794349	0.799899	
0.800000	0.833333	0.833602	0.838143	
0.844444	0.844444	0.896670	0.899798	
0.911111	0.922222	0.899495	0.904642	
0.888889	0.922222	0.905651	0.907467	
0.922222	0.933333	0.893946	0.897982	
0.877778	0.877778	0.869627	0.872149	
0.788889	0.811111	0.736327	0.745005	
