Support Loss	Context Loss	Support Acc.	Context Acc.	
0.082765	0.101866	88.671875	83.333336	
0.074581	0.065742	89.843750	90.000008	
0.081623	0.078785	89.843750	88.888893	
0.073002	0.086956	90.625000	85.555557	
0.086441	0.090480	85.546875	82.222229	
0.090175	0.086845	88.281250	84.444450	
0.072789	0.074866	89.843750	88.888893	
0.097649	0.090341	89.843750	85.555557	
0.070608	0.079334	91.015625	85.555557	
0.079443	0.069104	89.062500	87.777779	
0.064291	0.099969	91.015625	82.222229	
0.083696	0.064641	89.453125	90.000008	
0.092657	0.067232	88.281250	91.111115	
0.079444	0.094541	89.062500	85.555557	
0.090891	0.082277	88.281250	84.444450	
0.092989	0.092538	89.062500	85.555557	
0.101912	0.082024	87.890625	91.111115	
0.091152	0.075413	89.453125	88.888893	
0.083234	0.066535	90.234375	87.777779	
0.080368	0.091236	85.937500	85.555557	
0.073176	0.072769	91.796875	86.666672	
0.058873	0.073357	90.625000	85.555557	
0.062859	0.061638	90.234375	93.333336	
0.088139	0.076601	87.500000	86.666672	
0.074599	0.081863	89.062500	83.333336	
0.074617	0.085539	88.671875	86.666672	
0.085621	0.087356	87.890625	84.444450	
0.083704	0.080818	87.500000	86.666672	
0.088721	0.092667	88.671875	82.222229	
0.062274	0.069525	92.578125	87.777779	
0.064554	0.108447	92.968750	83.333336	
0.072392	0.087253	87.890625	83.333336	
0.077292	0.060934	87.890625	92.222229	
0.066974	0.077274	92.187500	84.444450	
0.071218	0.052131	91.406250	93.333336	
0.069468	0.069931	91.015625	88.888893	
0.067221	0.070345	91.796875	94.444450	
0.087174	0.070117	89.453125	88.888893	
0.078150	0.071868	85.156250	90.000008	
0.070489	0.075945	90.625000	86.666672	
0.091717	0.081481	85.546875	85.555557	
0.067093	0.051397	89.062500	91.111115	
0.090282	0.082583	87.890625	87.777779	
0.067851	0.073465	89.843750	88.888893	
0.086558	0.072612	90.234375	88.888893	
0.071630	0.064898	91.015625	92.222229	
0.074978	0.073448	88.671875	92.222229	
0.096487	0.073872	86.328125	88.888893	
0.081889	0.083387	89.453125	87.777779	
0.095444	0.069934	86.718750	87.777779	
0.062948	0.063672	91.015625	87.777779	
0.091138	0.055895	83.203125	92.222229	
0.091919	0.078730	88.281250	82.222229	
0.082829	0.084571	85.937500	85.555557	
0.078347	0.058615	87.500000	91.111115	
0.076656	0.093909	86.328125	86.666672	
0.066129	0.087588	91.015625	82.222229	
0.081389	0.076271	90.234375	86.666672	
0.082614	0.072707	89.453125	86.666672	
0.094634	0.081511	88.671875	84.444450	
0.084491	0.080818	91.015625	90.000008	
0.084334	0.072755	87.109375	86.666672	
0.064757	0.082591	89.843750	84.444450	
0.099670	0.075842	87.500000	85.555557	
0.059955	0.080945	88.671875	88.888893	
0.087570	0.069813	87.500000	88.888893	
0.073743	0.071411	90.234375	87.777779	
0.081059	0.057216	92.187500	91.111115	
0.061564	0.079831	92.968750	86.666672	
0.056762	0.062871	88.671875	90.000008	
0.074338	0.071876	90.625000	84.444450	
0.056764	0.078231	92.187500	84.444450	
0.071359	0.056456	90.234375	91.111115	
0.050805	0.043329	92.968750	95.555557	
0.072307	0.070382	91.015625	90.000008	
0.085111	0.075743	87.890625	86.666672	
0.083696	0.074598	87.109375	85.555557	
0.078110	0.067160	89.453125	84.444450	
0.068179	0.087700	88.671875	81.111115	
0.070920	0.085343	91.796875	86.666672	
0.081803	0.057501	90.234375	91.111115	
0.067578	0.105027	88.671875	80.000000	
0.065965	0.068954	90.234375	86.666672	
0.080171	0.077914	88.281250	85.555557	
0.063504	0.074178	92.187500	86.666672	
0.086750	0.059664	87.890625	92.222229	
0.058809	0.061748	90.234375	90.000008	
0.095851	0.070257	84.375000	87.777779	
0.075180	0.064650	90.625000	92.222229	
0.069134	0.074107	89.453125	86.666672	
0.088004	0.062801	89.453125	88.888893	
0.062027	0.069853	87.500000	87.777779	
0.067691	0.081368	87.500000	83.333336	
0.085499	0.071384	89.843750	87.777779	
0.072869	0.084598	91.406250	90.000008	
0.080180	0.079522	89.843750	85.555557	
0.069675	0.066297	91.406250	88.888893	
0.075017	0.068652	90.234375	88.888893	
0.072991	0.084281	91.406250	90.000008	
0.088207	0.065005	85.546875	90.000008	
0.057002	0.091342	92.578125	86.666672	
0.065090	0.068817	92.187500	91.111115	
0.067461	0.058999	89.843750	91.111115	
0.082954	0.060352	88.671875	87.777779	
0.061390	0.090635	91.015625	82.222229	
0.096802	0.059262	86.718750	92.222229	
0.056603	0.085982	91.796875	85.555557	
0.067795	0.066025	91.015625	93.333336	
0.052955	0.065565	92.578125	93.333336	
0.096032	0.053123	88.281250	94.444450	
0.073894	0.104206	85.937500	78.888893	
0.087788	0.069382	89.843750	88.888893	
0.072316	0.104291	89.843750	85.555557	
0.081220	0.067801	88.671875	90.000008	
0.066155	0.063685	89.453125	91.111115	
0.066328	0.084239	90.625000	87.777779	
