Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.733333	0.733333	0.742482	0.747326	
0.744444	0.766667	0.777497	0.779919	
0.788889	0.833333	0.800202	0.805954	
0.811111	0.833333	0.870938	0.869929	
0.888889	0.888889	0.905449	0.902926	
0.933333	0.933333	0.902321	0.903532	
0.944444	0.944444	0.914430	0.915943	
0.844444	0.855556	0.905954	0.908073	
0.888889	0.911111	0.890918	0.893037	
0.822222	0.855556	0.846014	0.850454	
0.822222	0.822222	0.820081	0.824420	
0.822222	0.844444	0.799193	0.802725	
0.733333	0.733333	0.804844	0.811201	
0.733333	0.744444	0.846014	0.847931	
0.922222	0.944444	0.903633	0.905045	
0.911111	0.933333	0.912210	0.913118	
0.855556	0.877778	0.915439	0.916145	
0.833333	0.844444	0.904339	0.905247	
0.900000	0.911111	0.880928	0.885368	
0.744444	0.766667	0.731786	0.740363	
