Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.877778	0.877778	0.847023	0.848840	
0.877778	0.911111	0.850151	0.852472	
0.811111	0.822222	0.855903	0.856609	
0.877778	0.888889	0.883350	0.886377	
0.933333	0.944444	0.905954	0.907669	
0.877778	0.900000	0.903532	0.904339	
0.911111	0.911111	0.911907	0.915035	
0.877778	0.877778	0.902523	0.902321	
0.888889	0.900000	0.901009	0.903734	
0.888889	0.888889	0.874874	0.876892	
0.866667	0.900000	0.868618	0.869929	
0.800000	0.811111	0.839152	0.843391	
0.788889	0.800000	0.837941	0.840868	
0.888889	0.911111	0.856509	0.857417	
0.922222	0.933333	0.897477	0.898890	
0.922222	0.933333	0.902624	0.904238	
0.922222	0.922222	0.907770	0.908375	
0.800000	0.811111	0.897578	0.899596	
0.888889	0.900000	0.882644	0.883552	
0.788889	0.811111	0.747326	0.752674	
