Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.700000	0.722222	0.760646	0.770535	
0.855556	0.888889	0.780626	0.782240	
0.777778	0.788889	0.804541	0.812916	
0.888889	0.888889	0.865389	0.867003	
0.933333	0.933333	0.896468	0.897477	
0.877778	0.888889	0.901917	0.903431	
0.944444	0.944444	0.910494	0.910999	
0.900000	0.933333	0.899495	0.899495	
0.844444	0.877778	0.897679	0.901211	
0.888889	0.900000	0.871241	0.874470	
0.911111	0.911111	0.867306	0.871443	
0.811111	0.844444	0.833098	0.839657	
0.833333	0.833333	0.837941	0.844501	
0.911111	0.911111	0.857719	0.860848	
0.844444	0.855556	0.905449	0.909687	
0.900000	0.900000	0.902624	0.907164	
0.966667	0.966667	0.905348	0.909788	
0.877778	0.911111	0.893744	0.898890	
0.900000	0.900000	0.875883	0.880323	
0.777778	0.777778	0.729566	0.738446	
