task,task_0_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc,task_19_acc
0,67.598385469223,23.824419778002017,20.746720484359233,67.941473259334,17.285570131180627,22.320887991927346,14.873864783047427,44.853683148335016,19.212916246215944,35.03531786074672,16.46821392532795,64.6619576185671,60.52472250252271,15.307769929364278,32.03834510595358,67.38647830474268,55.46922300706357,15.660948536831484,24.40968718466196,23.905146316851663
1,76.06458123107971,72.63370332996973,16.266397578203833,75.64076690211907,16.821392532795155,18.032290615539857,23.541876892028256,37.95156407669021,57.05348133198789,28.34510595358224,46.22603430877901,71.60443995963674,53.75378405650858,20.958627648839556,26.215943491422806,70.32290615539858,53.60242179616549,35.11604439959637,68.47628657921291,71.41271442986881
2,76.912209889001,75.08577194752775,72.54288597376387,75.93340060544904,69.25327951564077,69.4752774974773,58.46619576185671,59.303733602421794,65.882946518668,62.7648839556004,60.73662966700303,73.60242179616549,50.16145307769929,59.112008072653886,63.22906155398587,67.55802219979819,63.59233097880929,57.86074672048436,67.64883955600403,73.34006054490413
3,85.89303733602422,78.14328960645813,78.74873864783048,85.99394550958628,73.86478304742684,74.10696266397578,58.41574167507568,64.53077699293642,64.59132189707367,67.65893037336025,59.687184661957616,81.715438950555,59.58627648839556,59.677093844601416,67.83047426841574,79.1220988900101,71.20080726538849,56.83148335015136,69.4752774974773,74.96468213925328
4,88.26437941473259,82.31079717457114,87.11402623612513,88.11301715438951,85.882946518668,83.18869828456106,70.72653884964681,68.35519677093845,70.82744702320888,72.33097880928355,66.7103935418769,84.51059535822402,62.83551967709384,73.773965691221,73.76387487386478,81.79616548940464,74.14732593340061,66.3874873864783,74.36932391523713,79.63673057517659
5,89.28355196770939,84.09687184661958,90.0,89.49545913218971,89.06155398587286,88.4359233097881,72.89606458123107,75.65085771947528,72.52270433905146,80.50454086781029,68.23410696266397,86.45812310797174,65.02522704339052,76.17558022199798,81.52371342078709,82.79515640766903,78.970736629667,68.29465186680122,76.16548940464178,81.59434914228052
6,89.63673057517659,85.30776992936428,90.6962663975782,89.68718466195762,90.97880928355197,89.39455095862765,86.43794147325933,75.92330978809284,80.74672048435923,81.48335015136226,80.17154389505549,86.3773965691221,65.72149344096871,86.94248234106962,81.66498486377397,82.61352169525732,78.92028254288597,82.13925327951564,76.93239152371342,83.53178607467206
7,90.17154389505549,86.30676084762865,91.60443995963674,90.49445005045409,91.2108980827447,90.73662966700303,87.83047426841574,87.98183652875883,81.84661957618567,88.33501513622603,81.35216952573158,89.313824419778,66.82139253279516,87.56811301715439,88.30474268415742,83.34006054490413,87.7598385469223,83.80423814328961,78.51664984863774,84.17759838546922
8,90.38345105953582,87.91120080726539,91.85671039354187,90.64581231079717,91.29162462159435,91.05953582240161,89.61654894046418,88.65792129162462,88.49646821392533,88.7891019172553,87.80020181634713,89.03128153380423,66.50857719475277,89.20282542885974,88.52674066599394,83.30978809283552,87.47729566094854,87.99192734611503,80.343087790111,87.26538849646822
9,90.32290615539858,88.51664984863774,92.35116044399597,90.73662966700303,91.715438950555,92.00807265388497,90.16145307769929,90.70635721493441,89.43491422805248,91.05953582240161,88.74873864783048,89.39455095862765,67.0635721493441,89.45509586276488,90.54490413723512,83.71342078708375,89.34409687184662,88.55701311806256,80.85771947527749,87.78002018163471
10,89.81836528758829,88.70837537840565,92.32088799192735,90.54490413723512,91.61453077699294,92.13925327951564,90.90817356205852,91.029263370333,90.65590312815338,91.67507568113017,90.82744702320888,89.85872855701312,66.23612512613522,89.91927346115035,90.99899091826438,82.86579212916246,90.04036326942483,90.62563067608477,81.18062563067609,88.20383451059536
11,91.2209889001009,88.05247225025226,92.058526740666,91.61453077699294,91.69525731584258,91.715438950555,91.32189707366297,91.82643794147326,90.8678102926337,91.88698284561049,91.00908173562058,91.63471241170535,66.78102926337033,90.10090817356206,91.07971745711403,84.28859737638749,91.15035317860746,90.72653884964681,79.87891019172552,87.67911200807265
12,92.5933400605449,87.54793138244197,92.14934409687184,92.42179616548941,91.54389505549949,91.61453077699294,90.93844601412714,91.47325933400606,91.08980827447023,91.58425832492432,90.96871846619577,91.81634712411706,83.84460141271443,89.81836528758829,91.08980827447023,90.0,90.56508577194752,90.5247225025227,78.07265388496468,87.43693239152371
