Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.333333	0.355556	0.444400	0.452170	
0.500000	0.533333	0.550757	0.556912	
0.622222	0.655556	0.602825	0.610091	
0.788889	0.811111	0.828557	0.831988	
0.944444	0.955556	0.896771	0.897175	
0.955556	0.955556	0.905550	0.906357	
0.900000	0.911111	0.910494	0.910394	
0.877778	0.900000	0.898184	0.899395	
0.888889	0.888889	0.858527	0.859738	
0.733333	0.755556	0.804844	0.808678	
0.811111	0.822222	0.779112	0.782139	
0.777778	0.777778	0.762765	0.767407	
0.777778	0.788889	0.778607	0.785166	
0.788889	0.800000	0.825227	0.830979	
0.822222	0.844444	0.888698	0.892331	
0.900000	0.900000	0.895863	0.899495	
0.911111	0.911111	0.899495	0.901110	
0.922222	0.944444	0.887891	0.888799	
0.822222	0.844444	0.847931	0.852674	
0.711111	0.722222	0.704137	0.710797	
