Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.755556	0.766667	0.749546	0.755197	
0.677778	0.700000	0.772149	0.779415	
0.722222	0.733333	0.793643	0.798285	
0.911111	0.933333	0.868517	0.871948	
0.888889	0.888889	0.903330	0.906963	
0.955556	0.955556	0.905247	0.909687	
0.888889	0.888889	0.918063	0.919576	
0.866667	0.877778	0.909687	0.910494	
0.922222	0.933333	0.886478	0.887891	
0.844444	0.855556	0.842381	0.847931	
0.811111	0.866667	0.818870	0.823713	
0.844444	0.866667	0.789909	0.797175	
0.833333	0.844444	0.802725	0.809485	
0.777778	0.800000	0.835217	0.840464	
0.888889	0.888889	0.894349	0.897376	
0.955556	0.955556	0.902119	0.904541	
0.888889	0.900000	0.906256	0.907467	
0.888889	0.911111	0.895661	0.898587	
0.888889	0.900000	0.876085	0.878002	
0.788889	0.800000	0.730474	0.739354	
