Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.400000	0.422222	0.446418	0.457215	
0.655556	0.666667	0.553582	0.561150	
0.555556	0.555556	0.617054	0.625328	
0.811111	0.822222	0.833804	0.839556	
0.866667	0.866667	0.898385	0.901211	
0.877778	0.911111	0.908274	0.910797	
0.900000	0.911111	0.916852	0.918870	
0.966667	0.966667	0.907972	0.907164	
0.855556	0.877778	0.883754	0.884460	
0.855556	0.866667	0.834208	0.837538	
0.844444	0.855556	0.818971	0.821897	
0.822222	0.833333	0.795156	0.800101	
0.800000	0.844444	0.810696	0.813522	
0.855556	0.866667	0.849445	0.851665	
0.844444	0.866667	0.899193	0.898789	
0.944444	0.955556	0.904541	0.907871	
0.888889	0.900000	0.901816	0.903128	
0.844444	0.866667	0.887992	0.890716	
0.788889	0.822222	0.848436	0.852472	
0.655556	0.677778	0.674369	0.686478	
