Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.811111	0.822222	0.782846	0.786781	
0.822222	0.833333	0.783754	0.789001	
0.800000	0.811111	0.805348	0.809788	
0.866667	0.888889	0.869021	0.872250	
0.933333	0.944444	0.903431	0.904440	
0.833333	0.855556	0.905247	0.906458	
0.977778	0.977778	0.915237	0.915540	
0.922222	0.933333	0.906155	0.907265	
0.922222	0.944444	0.903633	0.904238	
0.822222	0.844444	0.876488	0.879314	
0.855556	0.855556	0.865691	0.868113	
0.800000	0.800000	0.840464	0.844400	
0.844444	0.844444	0.844198	0.846519	
0.844444	0.855556	0.856206	0.859839	
0.911111	0.922222	0.904844	0.906761	
0.900000	0.911111	0.905651	0.908577	
0.855556	0.855556	0.916751	0.917154	
0.900000	0.922222	0.906256	0.908880	
0.855556	0.855556	0.891524	0.892533	
0.811111	0.822222	0.753885	0.756509	
