Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.466667	0.488889	0.408779	0.417457	
0.533333	0.555556	0.534309	0.538143	
0.544444	0.555556	0.592028	0.599092	
0.733333	0.733333	0.789102	0.790716	
0.733333	0.733333	0.821090	0.825227	
0.800000	0.800000	0.796973	0.800505	
0.666667	0.677778	0.712412	0.717558	
0.666667	0.688889	0.663471	0.669425	
0.388889	0.422222	0.490414	0.499596	
0.455556	0.477778	0.470838	0.476387	
0.533333	0.544444	0.480827	0.490111	
0.655556	0.666667	0.614228	0.620888	
0.633333	0.644444	0.646720	0.652170	
0.855556	0.855556	0.744299	0.748739	
0.711111	0.744444	0.800605	0.805348	
0.722222	0.722222	0.703128	0.705752	
0.555556	0.566667	0.590716	0.593744	
0.455556	0.477778	0.538042	0.544803	
0.377778	0.388889	0.411201	0.413925	
0.188889	0.222222	0.275177	0.280424	
