task,task_0_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc,task_19_acc
0,31.594349142280524,38.37537840565086,41.029263370333,53.58224016145308,56.64984863773966,57.72956609485368,54.45005045408678,49.89909182643794,41.12008072653885,36.104944500504544,32.532795156407666,27.023208879919274,26.145307769929364,21.82643794147326,20.605449041372353,19.788092835519677,19.17255297679112,21.523713420787082,22.18970736629667,23.9656912209889
1,41.15035317860747,49.27346115035318,53.2795156407669,66.51866801210898,68.82946518668012,67.50756811301716,61.786074672048436,58.02219979818365,46.07467204843592,46.02421796165489,46.31685166498487,53.955600403632694,54.79313824419778,60.84762865792129,63.25933400605449,60.0,54.29868819374369,53.35015136226034,45.085771947527746,35.97376387487387
2,43.60242179616549,54.96468213925328,60.18163471241171,76.0343087790111,78.53683148335016,75.882946518668,68.70837537840565,63.784056508577194,49.54591321897074,47.60847628657921,48.34510595358224,57.00302724520686,58.53683148335015,65.48940464177598,69.6670030272452,62.37134207870837,53.15842583249243,49.64682139253279,39.38446014127144,29.646821392532797
3,41.63471241170535,53.18869828456105,59.011099899091825,78.83955600403633,82.36125126135217,80.41372351160445,72.11907164480323,66.48839556004036,48.960645812310794,47.648839556004035,48.33501513622603,61.80625630676085,64.95459132189707,74.77295660948536,80.05045408678103,70.686175580222,58.90010090817356,54.056508577194755,40.61553985872856,27.44702320887992
4,40.423814328960646,52.532795156407666,58.4561049445005,81.14026236125126,85.90312815338042,85.84258324924319,82.12916246215943,78.73864783047426,63.43087790110999,58.324924318869826,57.870837537840565,66.07467204843593,69.24318869828456,77.80020181634713,82.57315842583249,71.66498486377397,58.42583249243189,53.1079717457114,38.52674066599395,25.691220988900103
5,40.494450050454084,52.179616548940466,57.95156407669021,80.97880928355197,86.42785065590313,86.3874873864783,84.14732593340061,80.77699293642785,65.99394550958628,59.54591321897074,58.02219979818365,67.01311806256307,70.36326942482341,80.04036326942483,86.45812310797174,84.01614530776993,79.23309788092836,75.75176589303733,64.57114026236125,47.295660948536835
6,40.63572149344097,53.75378405650858,59.112008072653886,83.05751765893038,88.57719475277497,88.85973763874874,87.97174571140262,85.39858728557013,71.83652875882946,63.35015136226034,61.57416750756811,67.50756811301716,70.64581231079717,79.96972754793138,87.19475277497477,85.74167507568113,82.058526740666,78.56710393541877,68.82946518668012,50.0
7,39.303733602421794,51.82643794147326,57.73965691220989,82.79515640766903,88.47628657921291,89.38446014127145,89.49545913218971,86.85166498486377,74.81331987891019,66.69021190716448,63.86478304742684,69.08173562058526,71.74571140262361,80.99899091826438,88.63773965691222,88.74873864783048,86.53884964682139,83.7941473259334,75.25731584258325,55.03531786074672
8,41.836528758829466,54.09687184661958,59.70736629667003,82.48234106962664,88.53683148335016,89.45509586276488,90.40363269424823,88.83955600403633,84.08678102926336,78.36528758829465,74.95459132189707,75.35822401614531,77.47729566094854,82.79515640766903,89.27346115035319,89.42482341069626,87.81029263370333,85.59031281533804,77.84056508577194,59.59636730575176
9,42.31079717457114,54.752774974772954,60.28254288597376,82.65388496468213,88.95055499495459,89.63673057517659,90.74672048435923,88.91019172552977,85.58022199798184,80.14127144298688,76.81130171543894,76.86175580221997,78.00201816347123,83.43087790111,89.86881937436932,90.98890010090817,90.60544904137235,89.25327951564077,85.35822401614531,71.64480322906155
10,42.84561049445005,54.6518668012109,60.43390514631685,82.65388496468213,89.6468213925328,90.56508577194752,91.52371342078709,90.71644803229061,89.05146316851665,85.14631685166499,82.69424823410696,79.68718466195762,80.03027245206862,83.9757820383451,90.02018163471242,90.66599394550958,90.686175580222,89.70736629667003,86.34712411705348,72.27043390514632
