Support Loss	Context Loss	Support Acc.	Context Acc.	
0.140694	0.137520	82.812500	78.888893	
0.110371	0.124699	86.328125	83.333336	
0.148718	0.102079	80.859375	83.333336	
0.126710	0.103956	85.546875	80.000000	
0.146616	0.115456	79.687500	81.111115	
0.126045	0.132225	82.421875	72.222229	
0.138072	0.098758	80.859375	83.333336	
0.122830	0.108736	85.156250	84.444450	
0.107501	0.139309	90.234375	76.666672	
0.102047	0.103313	84.375000	82.222229	
0.117425	0.116522	85.937500	80.000000	
0.110281	0.159927	86.328125	66.666672	
0.130411	0.126202	78.125000	80.000000	
0.134936	0.125144	81.640625	77.777779	
0.125615	0.108067	82.421875	83.333336	
0.108361	0.121665	85.156250	74.444450	
0.117253	0.117157	86.718750	76.666672	
0.095728	0.122196	86.328125	80.000000	
0.118230	0.095623	85.937500	87.777779	
0.116773	0.139200	86.328125	77.777779	
0.121242	0.113607	85.937500	78.888893	
0.120661	0.115507	85.546875	82.222229	
0.111709	0.099698	87.500000	82.222229	
0.092520	0.119463	89.062500	82.222229	
0.130242	0.081223	82.812500	90.000008	
0.115711	0.136011	86.328125	72.222229	
0.119926	0.104969	86.328125	82.222229	
0.121665	0.085280	83.203125	86.666672	
0.114118	0.143254	86.328125	75.555557	
0.112725	0.110335	83.203125	80.000000	
0.113877	0.104264	85.937500	81.111115	
0.130807	0.103479	82.812500	81.111115	
0.117921	0.085499	85.546875	91.111115	
0.128905	0.093003	82.031250	85.555557	
0.105670	0.109898	87.890625	83.333336	
0.110294	0.089332	87.109375	82.222229	
0.100894	0.107953	86.328125	80.000000	
0.114089	0.095394	88.281250	87.777779	
0.141579	0.119406	85.937500	78.888893	
0.139956	0.100504	83.593750	84.444450	
0.106414	0.097750	86.328125	81.111115	
0.147403	0.117996	83.984375	80.000000	
0.147328	0.124560	82.812500	78.888893	
0.107454	0.125260	84.765625	80.000000	
0.127085	0.123044	85.546875	76.666672	
0.106903	0.103260	88.281250	83.333336	
0.113697	0.095877	82.031250	85.555557	
0.104200	0.096107	87.109375	84.444450	
0.133594	0.119988	83.203125	76.666672	
0.112342	0.106234	82.812500	78.888893	
0.099173	0.114281	84.765625	80.000000	
0.090948	0.096812	88.671875	82.222229	
0.120264	0.101070	81.640625	84.444450	
0.121772	0.133449	82.812500	76.666672	
0.110322	0.122511	85.937500	80.000000	
0.109642	0.128811	83.203125	73.333336	
0.106772	0.093545	86.328125	86.666672	
0.101439	0.108083	85.156250	80.000000	
0.097212	0.098124	86.328125	80.000000	
0.120466	0.100531	83.593750	86.666672	
0.137346	0.145131	77.734375	75.555557	
0.109702	0.115218	83.984375	82.222229	
0.099122	0.129652	85.156250	80.000000	
0.112641	0.089311	86.718750	84.444450	
0.120623	0.124373	87.500000	78.888893	
0.106219	0.129448	84.375000	80.000000	
0.121099	0.118047	84.765625	75.555557	
0.106698	0.111104	88.281250	81.111115	
0.125851	0.115075	86.718750	80.000000	
0.119473	0.100483	85.156250	81.111115	
0.100490	0.109862	83.593750	77.777779	
0.098702	0.097746	86.718750	83.333336	
0.107998	0.094667	88.281250	84.444450	
0.118538	0.119764	84.375000	82.222229	
0.106774	0.110325	87.500000	82.222229	
0.120303	0.117089	84.375000	76.666672	
0.126745	0.123275	85.156250	78.888893	
0.109117	0.137994	88.281250	70.000000	
0.082558	0.102781	87.890625	78.888893	
0.131164	0.083419	83.593750	91.111115	
0.125902	0.113157	84.375000	81.111115	
0.106207	0.119903	86.718750	82.222229	
0.128146	0.112993	85.156250	78.888893	
0.144051	0.107265	79.296875	78.888893	
0.094604	0.125967	86.718750	81.111115	
0.098969	0.107004	87.109375	82.222229	
0.136389	0.100555	82.812500	84.444450	
0.106802	0.114571	85.546875	80.000000	
0.113253	0.122806	83.984375	80.000000	
0.114667	0.093470	83.203125	83.333336	
0.102453	0.099588	85.937500	84.444450	
0.100658	0.084778	87.500000	88.888893	
0.119710	0.105148	87.109375	82.222229	
0.104285	0.106242	89.062500	80.000000	
0.103961	0.096405	87.890625	83.333336	
0.110480	0.089049	87.109375	85.555557	
0.094146	0.109649	88.281250	80.000000	
0.105738	0.088683	86.328125	82.222229	
0.106702	0.112232	84.375000	78.888893	
0.126397	0.104763	85.156250	80.000000	
0.116889	0.135945	85.156250	81.111115	
0.135675	0.099451	83.593750	80.000000	
0.103679	0.150266	84.375000	73.333336	
0.126466	0.107411	85.546875	78.888893	
0.120875	0.091329	85.156250	82.222229	
0.133357	0.123438	82.031250	84.444450	
0.084671	0.152899	91.406250	72.222229	
0.099759	0.092751	87.500000	87.777779	
0.115408	0.111717	87.109375	81.111115	
0.103414	0.117247	87.500000	78.888893	
0.110341	0.107591	86.328125	81.111115	
0.108241	0.099019	86.718750	85.555557	
0.105973	0.079942	85.156250	86.666672	
0.092892	0.110881	90.234375	80.000000	
0.100728	0.105933	86.328125	83.333336	
0.091939	0.113234	86.718750	81.111115	
