Support Loss	Context Loss	Support Acc.	Context Acc.	
0.345589	0.347446	43.359375	11.111112	
0.347991	0.344429	41.015625	7.777778	
0.340746	0.337688	39.453125	15.555556	
0.338935	0.329102	35.156250	16.666668	
0.332740	0.340773	39.062500	8.888889	
0.326351	0.329594	43.359375	18.888889	
0.329971	0.317180	40.625000	26.666668	
0.333314	0.323862	30.078125	15.555556	
0.324306	0.330240	41.796875	11.111112	
0.322224	0.320873	38.671875	25.555557	
0.323609	0.326737	33.203125	16.666668	
0.327532	0.321136	33.984375	10.000000	
0.322171	0.320180	37.109375	22.222223	
0.318902	0.313698	36.718750	25.555557	
0.318585	0.316464	34.765625	28.888889	
0.317696	0.320902	39.453125	26.666668	
0.322578	0.320358	35.156250	16.666668	
0.316552	0.318691	39.453125	23.333334	
0.317676	0.307560	39.843750	28.888889	
0.308932	0.317887	46.093750	26.666668	
0.308615	0.308173	44.140625	32.222225	
0.315477	0.314154	39.453125	26.666668	
0.311281	0.310583	42.968750	30.000002	
0.308060	0.310538	44.531250	32.222225	
0.313981	0.306418	44.921875	31.111113	
0.300747	0.308898	51.953125	31.111113	
0.298657	0.302001	47.656250	32.222225	
0.299401	0.293478	51.953125	34.444447	
0.299546	0.296597	42.968750	37.777779	
0.301055	0.298850	41.406250	33.333336	
0.298421	0.291045	45.312500	37.777779	
0.296482	0.300748	42.187500	31.111113	
0.294003	0.298561	42.187500	37.777779	
0.294652	0.302190	46.484375	32.222225	
0.290787	0.289996	50.000000	38.888889	
0.293897	0.292508	41.015625	36.666668	
0.294904	0.292011	40.234375	34.444447	
0.286173	0.298123	41.796875	34.444447	
0.281655	0.291057	50.390625	38.888889	
0.293037	0.281400	44.921875	50.000004	
0.292598	0.295625	49.218750	33.333336	
0.284408	0.290662	51.171875	38.888889	
0.289305	0.285704	42.578125	52.222225	
0.282387	0.286888	47.265625	41.111115	
0.278419	0.279711	48.828125	45.555557	
0.283248	0.280436	48.437500	45.555557	
0.279443	0.281205	46.093750	38.888889	
0.277689	0.266107	52.734375	43.333336	
0.275413	0.277000	51.953125	50.000004	
0.274515	0.272915	56.640625	46.666668	
0.272234	0.274849	49.218750	45.555557	
0.271586	0.277390	53.125000	38.888889	
0.272318	0.259204	54.687500	52.222225	
0.269586	0.262915	57.812500	51.111115	
0.277795	0.260204	57.812500	55.555557	
0.259484	0.270150	62.109375	60.000004	
0.266778	0.251522	54.296875	51.111115	
0.268393	0.270510	55.859375	46.666668	
0.262785	0.255552	56.640625	60.000004	
0.266508	0.274352	55.078125	46.666668	
0.267741	0.268458	52.343750	44.444447	
0.257748	0.257435	57.812500	47.777779	
0.251031	0.255956	57.031250	52.222225	
0.262252	0.248553	54.296875	52.222225	
0.251833	0.256267	56.640625	55.555557	
0.246931	0.251894	59.375000	47.777779	
0.248853	0.247854	57.421875	53.333336	
0.254682	0.261813	55.859375	45.555557	
0.244960	0.248395	57.421875	53.333336	
0.244886	0.235673	58.203125	62.222225	
0.244715	0.247597	55.859375	56.666668	
0.242564	0.247439	55.859375	51.111115	
0.243080	0.237166	57.031250	54.444447	
0.238888	0.250009	57.031250	53.333336	
0.240190	0.234991	61.718750	54.444447	
0.247370	0.231232	55.468750	62.222225	
0.228772	0.247636	57.812500	51.111115	
0.236162	0.236381	59.375000	61.111115	
0.236964	0.247171	56.640625	52.222225	
0.231716	0.246914	59.375000	47.777779	
0.231580	0.228011	63.671875	63.333336	
0.231449	0.226826	59.765625	63.333336	
0.237110	0.227172	60.937500	60.000004	
0.223416	0.219060	66.015625	67.777779	
0.230402	0.224695	61.328125	66.666672	
0.236053	0.239757	55.078125	58.888893	
0.238403	0.227812	61.718750	56.666668	
0.226731	0.228319	65.625000	66.666672	
0.234271	0.211401	56.250000	62.222225	
0.230314	0.234896	61.328125	51.111115	
0.219374	0.222904	63.281250	61.111115	
0.219167	0.224925	71.484375	62.222225	
0.229150	0.229372	64.062500	63.333336	
0.226050	0.232317	65.625000	57.777779	
0.211535	0.209917	62.890625	65.555557	
0.216186	0.210087	59.375000	66.666672	
0.214203	0.227683	65.625000	48.888893	
0.204950	0.195476	66.015625	67.777779	
0.212764	0.199870	65.625000	70.000000	
0.215710	0.204111	61.328125	64.444450	
0.207675	0.209799	64.062500	65.555557	
0.203155	0.202177	67.968750	67.777779	
0.200807	0.201375	64.843750	66.666672	
0.199788	0.209118	65.625000	63.333336	
0.208483	0.190312	62.109375	70.000000	
0.206481	0.214723	60.937500	62.222225	
0.204812	0.204938	64.062500	63.333336	
0.208161	0.203489	66.015625	62.222225	
0.201730	0.209542	69.140625	64.444450	
0.208132	0.202993	62.109375	66.666672	
0.199093	0.202478	67.578125	62.222225	
0.216781	0.212504	57.812500	54.444447	
0.198072	0.204298	63.671875	62.222225	
0.195854	0.187194	67.578125	68.888893	
0.199236	0.195294	63.671875	71.111115	
0.206048	0.210701	62.109375	60.000004	
