Support Loss	Context Loss	Support Acc.	Context Acc.	
0.193823	0.219616	67.578125	51.111115	
0.177551	0.194925	75.000000	60.000004	
0.205249	0.189270	68.750000	63.333336	
0.192055	0.181845	70.312500	62.222225	
0.190121	0.185854	67.968750	62.222225	
0.181173	0.153827	70.703125	67.777779	
0.162714	0.178255	76.171875	62.222225	
0.175932	0.157629	75.000000	72.222229	
0.169653	0.173679	75.781250	61.111115	
0.162590	0.187335	71.484375	65.555557	
0.163869	0.154034	77.734375	68.888893	
0.193777	0.173116	71.875000	67.777779	
0.187316	0.161435	71.875000	67.777779	
0.165435	0.201430	76.562500	57.777779	
0.158745	0.167761	77.734375	64.444450	
0.157121	0.159285	77.343750	65.555557	
0.160165	0.169119	76.953125	67.777779	
0.169149	0.150386	73.046875	72.222229	
0.155395	0.161419	77.734375	66.666672	
0.181506	0.160926	74.218750	71.111115	
0.168258	0.164492	77.734375	70.000000	
0.139615	0.146889	74.218750	73.333336	
0.175228	0.136061	71.484375	74.444450	
0.165094	0.168433	79.687500	63.333336	
0.141886	0.137751	73.437500	71.111115	
0.152604	0.150387	74.609375	68.888893	
0.139580	0.149516	74.218750	63.333336	
0.161597	0.142744	74.609375	67.777779	
0.143489	0.152692	75.390625	72.222229	
0.144930	0.165569	75.390625	66.666672	
0.121469	0.137636	82.812500	70.000000	
0.137642	0.125079	75.781250	76.666672	
0.136029	0.132221	76.171875	75.555557	
0.152178	0.132510	76.953125	72.222229	
0.140648	0.167625	75.000000	67.777779	
0.155211	0.140206	75.781250	71.111115	
0.154009	0.147706	77.343750	70.000000	
0.147395	0.147094	77.734375	72.222229	
0.155703	0.169451	77.734375	62.222225	
0.140821	0.158203	80.078125	73.333336	
0.145379	0.162895	75.781250	67.777779	
0.149915	0.143656	76.953125	73.333336	
0.133514	0.110075	75.000000	78.888893	
0.158556	0.144663	76.562500	68.888893	
0.151573	0.150179	75.000000	65.555557	
0.152095	0.143348	78.515625	73.333336	
0.126576	0.164807	80.078125	66.666672	
0.141603	0.118229	76.953125	73.333336	
0.143441	0.142505	76.171875	75.555557	
0.129373	0.176504	78.906250	65.555557	
0.146875	0.127478	76.953125	73.333336	
0.135292	0.128054	80.468750	74.444450	
0.158651	0.130519	73.828125	75.555557	
0.135374	0.135488	76.171875	70.000000	
0.118214	0.138429	79.296875	73.333336	
0.126280	0.121963	76.953125	78.888893	
0.135173	0.134910	78.125000	75.555557	
0.124296	0.138841	79.687500	75.555557	
0.160897	0.124469	76.171875	81.111115	
0.153280	0.152257	78.515625	73.333336	
0.143189	0.147567	77.343750	73.333336	
0.109595	0.143497	85.937500	73.333336	
0.137256	0.135331	78.906250	73.333336	
0.135258	0.148348	79.687500	71.111115	
0.134962	0.128211	76.953125	75.555557	
0.153173	0.132981	79.296875	73.333336	
0.126326	0.143567	79.296875	71.111115	
0.152448	0.144360	77.343750	71.111115	
0.140202	0.143806	79.687500	68.888893	
0.154079	0.138427	74.218750	75.555557	
0.129137	0.137407	79.687500	75.555557	
0.155522	0.146534	77.734375	74.444450	
0.132771	0.143928	76.562500	71.111115	
0.142233	0.131574	76.562500	80.000000	
0.156782	0.141200	78.125000	72.222229	
0.116792	0.148533	83.593750	75.555557	
0.131307	0.156527	81.640625	72.222229	
0.143741	0.120515	80.078125	78.888893	
0.117751	0.114435	78.906250	81.111115	
0.130529	0.100078	75.781250	80.000000	
0.113598	0.131309	85.546875	76.666672	
0.125215	0.141044	83.593750	81.111115	
0.118664	0.112128	80.078125	84.444450	
0.125983	0.113572	79.296875	78.888893	
0.138593	0.138044	76.171875	73.333336	
0.132713	0.150687	80.859375	68.888893	
0.120886	0.139933	80.468750	70.000000	
0.130235	0.120168	82.421875	78.888893	
0.145002	0.138922	77.734375	76.666672	
0.117732	0.135603	77.734375	73.333336	
0.140023	0.112497	80.078125	82.222229	
0.157343	0.138757	75.781250	73.333336	
0.142602	0.150942	78.906250	73.333336	
0.143009	0.111356	77.343750	80.000000	
0.134053	0.131939	78.906250	75.555557	
0.127911	0.113404	78.906250	77.777779	
0.105478	0.153053	83.203125	68.888893	
0.130872	0.140080	81.640625	76.666672	
0.111985	0.138728	82.421875	74.444450	
0.111840	0.117435	83.984375	76.666672	
0.123522	0.142097	82.421875	68.888893	
0.134963	0.150407	82.031250	68.888893	
0.114373	0.133883	79.687500	76.666672	
0.117943	0.111522	83.593750	81.111115	
0.113499	0.119515	80.078125	80.000000	
0.116050	0.152438	83.593750	66.666672	
0.105226	0.130044	81.640625	73.333336	
0.116444	0.093999	81.640625	84.444450	
0.122868	0.127916	80.859375	78.888893	
0.102397	0.120674	85.937500	81.111115	
0.139651	0.127839	78.515625	77.777779	
0.120179	0.136389	80.468750	78.888893	
0.122416	0.121972	87.109375	78.888893	
0.133109	0.126292	78.515625	71.111115	
0.118912	0.132411	82.031250	75.555557	
0.116449	0.116732	82.031250	75.555557	
