Support Loss	Context Loss	Support Acc.	Context Acc.	
0.084183	0.093015	86.718750	85.555557	
0.078820	0.070430	91.015625	85.555557	
0.076411	0.077658	89.062500	83.333336	
0.100586	0.090674	89.843750	81.111115	
0.072774	0.078126	85.937500	85.555557	
0.101973	0.089768	85.546875	88.888893	
0.092682	0.077676	88.281250	87.777779	
0.079047	0.075708	88.671875	87.777779	
0.081890	0.074669	89.453125	90.000008	
0.079183	0.091632	91.796875	82.222229	
0.091164	0.094727	85.546875	85.555557	
0.067587	0.072593	89.062500	90.000008	
0.095767	0.081297	84.765625	88.888893	
0.098742	0.091057	88.281250	81.111115	
0.089440	0.084777	85.937500	91.111115	
0.077927	0.098972	89.062500	82.222229	
0.090099	0.077728	87.109375	88.888893	
0.091151	0.073206	86.718750	87.777779	
0.073149	0.081092	91.015625	88.888893	
0.083638	0.069178	86.328125	87.777779	
0.074290	0.074075	90.234375	90.000008	
0.086833	0.082800	88.281250	91.111115	
0.082995	0.072193	90.625000	86.666672	
0.100735	0.073749	87.500000	91.111115	
0.102230	0.102656	85.156250	83.333336	
0.079284	0.077804	89.453125	90.000008	
0.057606	0.072999	90.234375	90.000008	
0.106766	0.071188	86.718750	90.000008	
0.081263	0.118053	85.546875	77.777779	
0.094445	0.086658	87.890625	87.777779	
0.083262	0.065458	86.718750	93.333336	
0.079597	0.091346	89.453125	84.444450	
0.063448	0.087692	92.187500	83.333336	
0.079046	0.062979	92.187500	86.666672	
0.072171	0.077689	88.281250	91.111115	
0.065937	0.063279	92.187500	88.888893	
0.087878	0.077173	87.500000	85.555557	
0.077755	0.079706	88.281250	85.555557	
0.071254	0.103605	91.406250	78.888893	
0.083924	0.065928	88.281250	86.666672	
0.088063	0.080036	86.328125	85.555557	
0.093418	0.060657	88.281250	91.111115	
0.072581	0.067084	86.328125	92.222229	
0.074059	0.060716	89.062500	88.888893	
0.062075	0.068527	91.015625	92.222229	
0.080637	0.080862	89.062500	90.000008	
0.060829	0.055745	88.671875	91.111115	
0.054073	0.053310	88.281250	91.111115	
0.074627	0.078388	91.015625	88.888893	
0.093237	0.085260	86.718750	85.555557	
0.073170	0.075558	86.328125	87.777779	
0.064824	0.064166	92.578125	91.111115	
0.071620	0.084378	92.578125	86.666672	
0.068782	0.047866	92.187500	96.666672	
0.075645	0.069642	89.062500	85.555557	
0.089751	0.104115	85.937500	78.888893	
0.070569	0.087370	88.671875	82.222229	
0.089136	0.058778	87.890625	91.111115	
0.076326	0.081719	86.718750	87.777779	
0.089602	0.064818	86.718750	92.222229	
0.081601	0.076495	89.453125	85.555557	
0.089553	0.070205	89.843750	87.777779	
0.074525	0.066054	91.015625	91.111115	
0.072171	0.081203	89.453125	82.222229	
0.085753	0.065246	91.406250	88.888893	
0.083949	0.077634	88.671875	87.777779	
0.081948	0.084584	91.015625	87.777779	
0.090781	0.078297	85.937500	91.111115	
0.085273	0.082613	87.890625	87.777779	
0.074628	0.072316	90.625000	88.888893	
0.081544	0.067162	87.890625	93.333336	
0.073518	0.049897	89.843750	93.333336	
0.089904	0.080531	87.500000	84.444450	
0.082855	0.091239	88.281250	84.444450	
0.082108	0.071072	90.625000	86.666672	
0.067022	0.066969	92.578125	91.111115	
0.069086	0.066054	89.453125	90.000008	
0.072496	0.072576	89.453125	85.555557	
0.078237	0.060757	88.671875	88.888893	
0.082743	0.048907	91.796875	94.444450	
0.085472	0.069186	85.546875	88.888893	
0.066299	0.081890	89.453125	86.666672	
0.080638	0.074601	89.062500	83.333336	
0.074852	0.080347	91.796875	90.000008	
0.080008	0.076479	88.281250	90.000008	
0.071200	0.072904	86.718750	86.666672	
0.074544	0.070513	88.671875	88.888893	
0.071840	0.072079	91.406250	88.888893	
0.075096	0.073977	89.453125	90.000008	
0.071650	0.088660	88.281250	85.555557	
0.087051	0.060877	89.843750	90.000008	
0.077868	0.071516	87.890625	91.111115	
0.083916	0.082393	89.062500	85.555557	
0.086056	0.082028	89.062500	83.333336	
0.067401	0.066975	89.843750	90.000008	
0.081683	0.075720	92.187500	86.666672	
0.096722	0.079843	87.500000	88.888893	
0.056896	0.064331	91.015625	91.111115	
0.075790	0.067296	88.281250	88.888893	
0.080360	0.075200	88.281250	90.000008	
0.084660	0.078146	91.015625	85.555557	
0.082437	0.107961	89.062500	83.333336	
0.075197	0.087325	88.671875	87.777779	
0.071240	0.068124	87.109375	92.222229	
0.074428	0.077027	89.453125	88.888893	
0.065780	0.065533	87.500000	90.000008	
0.075728	0.079875	91.015625	90.000008	
0.064247	0.073909	92.968750	90.000008	
0.086044	0.064442	90.234375	91.111115	
0.075260	0.052715	92.187500	92.222229	
0.080373	0.093274	89.062500	86.666672	
0.079247	0.056492	89.453125	91.111115	
0.078126	0.090040	85.546875	80.000000	
0.079269	0.070106	89.062500	86.666672	
0.052582	0.080255	88.281250	83.333336	
0.078745	0.052997	89.062500	92.222229	
