Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.877778	0.888889	0.925631	0.926135	
0.911111	0.911111	0.862462	0.864985	
0.955556	0.955556	0.921594	0.923411	
0.988889	0.988889	0.924924	0.924622	
0.933333	0.944444	0.920989	0.920585	
0.922222	0.944444	0.925227	0.926842	
0.900000	0.900000	0.918567	0.917356	
0.944444	0.944444	0.914733	0.914834	
0.877778	0.888889	0.910494	0.910293	
0.911111	0.944444	0.925126	0.925631	
0.944444	0.955556	0.913320	0.914632	
0.911111	0.911111	0.924622	0.923108	
0.844444	0.844444	0.866095	0.868517	
0.922222	0.933333	0.914632	0.915641	
0.922222	0.922222	0.924117	0.923713	
0.944444	0.955556	0.911806	0.912008	
0.911111	0.922222	0.904743	0.905146	
0.877778	0.900000	0.912008	0.911504	
0.833333	0.844444	0.749546	0.753986	
0.855556	0.888889	0.855197	0.857417	
