task,task_0_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc,task_19_acc
0,71.58425832492432,16.0343087790111,19.656912209889,71.16044399596367,18.46619576185671,22.33097880928355,17.426841574167508,43.42078708375379,15.237134207870838,33.36024217961655,16.347124117053482,67.38647830474268,61.74571140262361,17.426841574167508,31.82643794147326,71.18062563067609,55.196770938446015,16.770938446014128,16.74066599394551,16.63975782038345
1,75.07568113017155,74.37941473259335,17.2452068617558,74.76286579212916,17.749747729566096,19.455095862764885,27.12411705348133,40.817356205852676,60.716448032290614,30.433905146316853,49.88900100908174,71.25126135216952,52.61352169525732,23.89505549949546,27.95156407669021,69.55600403632694,55.97376387487387,39.38446014127144,69.06155398587286,73.57214934409687
2,76.7103935418769,75.5297679112008,72.46215943491423,76.08476286579213,69.28355196770939,69.83854692230071,59.55600403632694,62.4117053481332,65.96367305751765,64.61150353178607,61.75580221997982,74.52068617558022,50.22199798183653,60.79717457114026,65.30776992936428,67.76992936427851,66.3874873864783,58.789101917255294,68.25428859737639,73.7840565085772
3,86.0242179616549,79.88900100908174,78.51664984863774,85.74167507568113,74.15741675075681,73.85469223007064,58.93037336024218,66.2159434914228,66.53884964682139,68.60746720484359,60.595358224016145,82.65388496468213,60.06054490413724,61.059535822401614,69.1321897073663,79.27346115035319,73.15842583249243,57.406659939455096,71.87689202825429,76.75075681130171
4,87.92129162462159,82.82542885973764,87.10393541876893,87.81029263370333,86.16548940464178,83.2694248234107,72.63370332996973,69.56609485368315,72.09889001009081,74.45005045408678,67.7396569122099,85.06559031281533,63.28960645812311,75.11604439959636,75.38849646821393,81.40262361251261,75.02522704339052,68.30474268415742,74.54086781029264,80.0100908173562
5,89.08173562058526,84.42986881937436,90.22199798183652,89.28355196770939,89.41473259334006,89.00100908173562,74.9949545913219,76.68012108980828,74.02623612512613,81.50353178607467,69.656912209889,86.69021190716448,64.79313824419778,77.34611503531787,82.5933400605449,82.88597376387487,78.64783047426842,69.79818365287588,76.79112008072654,81.29162462159435
6,89.73763874873865,85.12613521695258,91.08980827447023,89.4752774974773,91.32189707366297,90.23208879919274,86.7204843592331,77.0635721493441,81.17053481331988,82.0686175580222,80.23208879919274,86.81130171543894,66.9021190716448,87.255297679112,83.31987891019172,82.91624621594349,78.7891019172553,82.9465186680121,75.73158425832493,82.89606458123107
7,89.73763874873865,85.35822401614531,91.60443995963674,90.0100908173562,91.74571140262361,91.27144298688194,88.06256306760848,87.598385469223,81.95761856710394,88.33501513622603,82.13925327951564,89.04137235116045,65.58022199798184,88.00201816347123,88.57719475277497,82.77497477295661,86.8920282542886,84.35923309788093,76.63975782038345,83.14833501513623
8,89.21291624621594,87.36629667003027,91.86680121089809,89.80827447023209,92.04843592330978,91.40262361251261,89.84863773965691,88.7891019172553,88.79919273461151,89.23309788092836,87.86074672048436,89.10191725529768,65.06559031281533,89.3037336024218,89.62663975782039,81.74571140262361,87.28557013118062,88.80928355196771,79.21291624621594,86.61957618567104
9,90.03027245206862,87.26538849646822,92.39152371342078,90.30272452068617,91.92734611503532,92.09889001009081,89.68718466195762,90.60544904137235,88.81937436932391,91.15035317860746,88.21392532795156,89.79818365287588,64.96468213925328,89.3037336024218,90.91826437941474,82.43188698284561,88.87991927346116,88.54692230070636,78.51664984863774,86.64984863773965
10,89.93945509586277,87.89101917255297,92.36125126135217,90.39354187689203,92.04843592330978,92.058526740666,91.07971745711403,90.72653884964681,90.90817356205852,91.83652875882946,90.94853683148335,89.44500504540868,67.19475277497477,90.30272452068617,91.029263370333,83.30978809283552,88.54692230070636,90.66599394550958,78.93037336024219,87.31584258324925
11,90.47426841574168,87.89101917255297,92.36125126135217,91.18062563067609,91.94752774974774,92.2401614530777,91.23107971745712,91.26135216952574,90.8779011099899,92.01816347124117,90.99899091826438,91.64480322906155,66.23612512613522,90.27245206861755,91.40262361251261,84.00605449041372,90.60544904137235,90.54490413723512,79.33400605449042,87.11402623612513
12,92.19979818365287,87.28557013118062,91.75580221997981,92.2401614530777,91.74571140262361,91.95761856710394,91.05953582240161,90.73662966700303,90.75681130171544,91.58425832492432,91.09989909182644,91.5539858728557,83.25933400605449,90.0100908173562,90.84762865792129,89.70736629667003,89.83854692230071,90.46417759838548,76.52875882946519,86.51866801210898
13,92.31079717457114,86.93239152371342,92.07870837537841,92.56306760847629,92.15943491422806,92.17961654894046,91.94752774974774,91.36226034308778,91.17053481331988,91.7255297679112,91.42280524722503,92.38143289606458,84.46014127144299,91.43289606458123,90.90817356205852,90.27245206861755,90.32290615539858,91.20080726538849,75.93340060544904,86.2058526740666
14,91.96770938446014,87.56811301715439,91.9071644803229,92.13925327951564,91.84661957618567,92.21997981836529,91.49344096871846,91.60443995963674,90.92835519677094,92.29061553985873,91.2108980827447,92.11907164480323,84.89404641775984,91.5539858728557,91.92734611503532,89.71745711402623,90.3329969727548,90.85771947527749,77.9313824419778,86.87184661957619
15,92.61352169525732,86.49848637739657,92.34106962663975,92.46215943491423,92.058526740666,92.68415741675075,91.73562058526741,91.48335015136226,91.029263370333,92.56306760847629,91.46316851664984,92.31079717457114,86.85166498486377,91.5640766902119,92.37134207870838,91.20080726538849,90.51463168516649,91.15035317860746,75.39858728557013,85.74167507568113
16,92.67406659939455,86.52875882946519,92.02825428859738,92.6034308779011,92.08879919273461,91.715438950555,91.83652875882946,92.21997981836529,90.72653884964681,92.50252270433906,91.08980827447023,92.97679112008073,86.75075681130171,91.85671039354187,92.15943491422806,91.60443995963674,91.93743693239152,91.16044399596367,75.5297679112008,86.32694248234107
17,92.2603430877901,86.29667003027245,92.21997981836529,92.53279515640767,92.00807265388497,92.37134207870838,92.73461150353178,92.38143289606458,91.48335015136226,92.6034308779011,91.87689202825429,92.83551967709384,85.82240161453078,92.57315842583249,92.44197780020181,90.92835519677094,92.30070635721493,92.2502522704339,74.95459132189707,85.99394550958628
18,92.30070635721493,89.75782038345106,91.95761856710394,92.43188698284561,92.2502522704339,91.82643794147326,92.79515640766903,91.92734611503532,92.32088799192735,92.62361251261352,92.46215943491423,92.46215943491423,85.79212916246216,92.29061553985873,92.39152371342078,90.80726538849648,91.95761856710394,92.36125126135217,86.08476286579213,89.59636730575177
19,91.76589303733603,90.8678102926337,92.07870837537841,91.92734611503532,91.93743693239152,91.82643794147326,92.29061553985873,91.98789101917255,92.4117053481332,92.4117053481332,92.53279515640767,92.2603430877901,85.56004036326942,92.14934409687184,92.20988900100909,90.80726538849648,91.65489404641777,92.47225025227043,87.68920282542886,91.29162462159435
