Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.911111	0.911111	0.921191	0.921998	
0.877778	0.877778	0.870737	0.872856	
0.944444	0.944444	0.918264	0.917558	
0.966667	0.977778	0.921594	0.922402	
0.911111	0.933333	0.916852	0.917457	
0.911111	0.933333	0.919173	0.919576	
0.944444	0.966667	0.909586	0.910595	
0.900000	0.922222	0.905752	0.907366	
0.900000	0.911111	0.906559	0.907568	
0.888889	0.900000	0.914329	0.915843	
0.888889	0.900000	0.909889	0.910999	
0.911111	0.911111	0.915843	0.915540	
0.800000	0.800000	0.828355	0.832593	
0.888889	0.900000	0.896973	0.900101	
0.888889	0.911111	0.907165	0.908476	
0.877778	0.900000	0.895257	0.897074	
0.866667	0.866667	0.897276	0.898385	
0.933333	0.933333	0.902725	0.904642	
0.822222	0.822222	0.761554	0.765288	
0.777778	0.800000	0.862159	0.865187	
