Support Loss	Context Loss	Support Acc.	Context Acc.	
0.335283	0.327689	41.015625	16.666668	
0.330390	0.335184	45.703125	18.888889	
0.331714	0.320768	47.265625	20.000000	
0.323254	0.337778	49.218750	18.888889	
0.331848	0.329597	43.750000	24.444447	
0.321807	0.329832	47.265625	17.777779	
0.315480	0.312335	51.171875	26.666668	
0.326792	0.315132	47.656250	24.444447	
0.323315	0.324205	38.281250	21.111113	
0.320898	0.321133	41.015625	20.000000	
0.303209	0.318384	48.437500	16.666668	
0.302746	0.301147	49.609375	28.888889	
0.305213	0.302924	46.875000	27.777779	
0.302145	0.297210	48.437500	32.222225	
0.304506	0.293980	52.734375	30.000002	
0.305569	0.301438	48.437500	28.888889	
0.300555	0.307282	50.781250	22.222223	
0.292048	0.303788	50.390625	22.222223	
0.307544	0.289448	44.921875	34.444447	
0.290244	0.305984	48.046875	24.444447	
0.288507	0.280742	50.000000	38.888889	
0.288301	0.286857	48.437500	27.777779	
0.292145	0.281510	45.703125	31.111113	
0.285122	0.285899	52.343750	33.333336	
0.282967	0.281914	52.343750	32.222225	
0.272322	0.272242	51.562500	41.111115	
0.278008	0.271340	51.562500	38.888889	
0.272580	0.278397	48.437500	32.222225	
0.274216	0.267098	48.828125	41.111115	
0.274568	0.272709	42.968750	35.555557	
0.259915	0.253301	57.421875	51.111115	
0.264519	0.255621	53.125000	48.888893	
0.259303	0.256430	57.031250	45.555557	
0.261192	0.260793	55.859375	37.777779	
0.253207	0.259953	54.687500	44.444447	
0.255550	0.263316	52.343750	40.000000	
0.273182	0.254686	49.609375	46.666668	
0.267240	0.269521	51.171875	37.777779	
0.246269	0.261974	57.421875	42.222225	
0.247893	0.240902	56.640625	46.666668	
0.256762	0.257204	56.640625	44.444447	
0.243889	0.243301	60.156250	48.888893	
0.243276	0.241647	59.375000	52.222225	
0.245274	0.245920	60.937500	56.666668	
0.254002	0.246350	53.906250	47.777779	
0.253422	0.252493	55.468750	44.444447	
0.249062	0.248612	57.031250	43.333336	
0.244057	0.252769	54.296875	43.333336	
0.232290	0.242039	59.765625	43.333336	
0.254528	0.223668	53.125000	58.888893	
0.235519	0.244691	55.078125	44.444447	
0.232653	0.234922	61.718750	48.888893	
0.247055	0.236077	56.250000	50.000004	
0.218233	0.229282	62.500000	48.888893	
0.226860	0.204551	61.718750	60.000004	
0.227787	0.220946	57.421875	64.444450	
0.216527	0.223045	64.062500	52.222225	
0.230650	0.236857	57.031250	48.888893	
0.226054	0.231087	59.375000	53.333336	
0.224951	0.236795	62.890625	43.333336	
0.217950	0.226330	62.890625	56.666668	
0.220783	0.208074	61.328125	54.444447	
0.211523	0.219802	64.062500	62.222225	
