Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.811111	0.811111	0.715843	0.715843	
0.155556	0.177778	0.158729	0.160343	
0.200000	0.211111	0.186579	0.196569	
0.722222	0.744444	0.707467	0.711604	
0.133333	0.144444	0.177497	0.184662	
0.288889	0.277778	0.211403	0.223310	
0.100000	0.100000	0.170333	0.174268	
0.388889	0.377778	0.419273	0.434208	
0.122222	0.122222	0.141574	0.152371	
0.344444	0.355556	0.322402	0.333602	
0.144444	0.155556	0.156609	0.163471	
0.600000	0.600000	0.674773	0.673865	
0.566667	0.577778	0.610293	0.617457	
0.200000	0.222222	0.166398	0.174268	
0.277778	0.288889	0.304036	0.318264	
0.700000	0.700000	0.712109	0.711806	
0.500000	0.511111	0.539758	0.551968	
0.177778	0.200000	0.160242	0.167709	
0.222222	0.211111	0.163976	0.167407	
0.166667	0.166667	0.158729	0.166398	
