Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.955556	0.977778	0.923108	0.922603	
0.844444	0.877778	0.859435	0.862967	
0.888889	0.900000	0.921695	0.922200	
0.911111	0.911111	0.924622	0.925328	
0.922222	0.922222	0.919879	0.920081	
0.900000	0.900000	0.924016	0.923713	
0.944444	0.955556	0.926337	0.927346	
0.933333	0.944444	0.924420	0.923814	
0.900000	0.900000	0.913017	0.914834	
0.944444	0.944444	0.927245	0.926034	
0.933333	0.933333	0.920081	0.918769	
0.933333	0.933333	0.927144	0.928355	
0.911111	0.911111	0.855197	0.858224	
0.933333	0.933333	0.924420	0.925732	
0.922222	0.933333	0.923915	0.924420	
0.888889	0.888889	0.909284	0.909284	
0.933333	0.933333	0.923108	0.923007	
0.933333	0.933333	0.922200	0.922503	
0.766667	0.777778	0.742987	0.749546	
0.933333	0.955556	0.855298	0.859939	
