Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.822222	0.833333	0.876690	0.879213	
0.833333	0.833333	0.826943	0.828254	
0.888889	0.888889	0.869929	0.871039	
0.855556	0.866667	0.876287	0.878103	
0.866667	0.877778	0.860444	0.861655	
0.877778	0.877778	0.829768	0.832694	
0.688889	0.722222	0.719980	0.726337	
0.711111	0.733333	0.691927	0.695661	
0.766667	0.777778	0.716347	0.720989	
0.788889	0.788889	0.739859	0.744501	
0.644444	0.655556	0.672553	0.677397	
0.788889	0.811111	0.848940	0.850656	
0.622222	0.655556	0.628961	0.632896	
0.711111	0.744444	0.745711	0.751160	
0.722222	0.733333	0.749243	0.753885	
0.800000	0.811111	0.812815	0.814026	
0.733333	0.733333	0.743693	0.750252	
0.755556	0.766667	0.677397	0.683047	
0.722222	0.722222	0.740262	0.745409	
0.911111	0.911111	0.797679	0.800101	
