Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.844444	0.866667	0.892634	0.892129	
0.911111	0.911111	0.873158	0.873663	
0.900000	0.900000	0.917154	0.918668	
0.922222	0.922222	0.896165	0.898083	
0.922222	0.922222	0.919677	0.920484	
0.955556	0.966667	0.912815	0.914026	
0.866667	0.877778	0.899495	0.898486	
0.911111	0.955556	0.887891	0.887891	
0.877778	0.922222	0.887487	0.887992	
0.866667	0.877778	0.891019	0.892331	
0.888889	0.888889	0.879011	0.878607	
0.922222	0.922222	0.888900	0.891019	
0.711111	0.733333	0.644097	0.650656	
0.900000	0.911111	0.893542	0.893037	
0.888889	0.900000	0.894450	0.896266	
0.788889	0.800000	0.813522	0.817457	
0.844444	0.855556	0.870938	0.872856	
0.855556	0.877778	0.886579	0.888093	
0.788889	0.811111	0.787891	0.792129	
0.877778	0.900000	0.865187	0.866196	
