Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.888889	0.900000	0.922200	0.923108	
0.900000	0.911111	0.866297	0.869324	
0.944444	0.955556	0.919677	0.920787	
0.922222	0.922222	0.924016	0.925631	
0.933333	0.944444	0.921090	0.921594	
0.900000	0.900000	0.919576	0.921796	
0.922222	0.955556	0.918264	0.919475	
0.866667	0.888889	0.913118	0.913623	
0.888889	0.922222	0.909788	0.911705	
0.977778	0.977778	0.916347	0.917255	
0.922222	0.933333	0.913824	0.914228	
0.944444	0.933333	0.921998	0.923814	
0.833333	0.866667	0.841271	0.844601	
0.933333	0.933333	0.914430	0.914329	
0.933333	0.944444	0.909284	0.909082	
0.888889	0.900000	0.901009	0.902725	
0.944444	0.944444	0.902018	0.903229	
0.877778	0.900000	0.910293	0.912008	
0.788889	0.800000	0.752472	0.759334	
0.866667	0.877778	0.858426	0.862059	
