Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.844444	0.844444	0.859435	0.860242	
0.811111	0.844444	0.797780	0.798890	
0.800000	0.800000	0.783956	0.785166	
0.911111	0.911111	0.856811	0.857417	
0.744444	0.766667	0.736932	0.741574	
0.733333	0.744444	0.736327	0.738547	
0.600000	0.611111	0.572957	0.589304	
0.655556	0.666667	0.658930	0.662159	
0.711111	0.711111	0.660242	0.665388	
0.622222	0.644444	0.684057	0.686075	
0.622222	0.622222	0.596569	0.605954	
0.811111	0.822222	0.826943	0.826539	
0.600000	0.633333	0.592735	0.600605	
0.566667	0.600000	0.599395	0.610595	
0.688889	0.722222	0.688093	0.691322	
0.833333	0.855556	0.790010	0.792735	
0.766667	0.788889	0.726539	0.731584	
0.633333	0.666667	0.563774	0.574067	
0.677778	0.688889	0.713522	0.718769	
0.888889	0.900000	0.763269	0.767508	
