Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.922222	0.922222	0.919475	0.919677	
0.888889	0.922222	0.873764	0.875681	
0.922222	0.933333	0.920283	0.919072	
0.955556	0.955556	0.921897	0.921393	
0.944444	0.966667	0.917558	0.918466	
0.955556	0.955556	0.922603	0.922200	
0.977778	0.977778	0.915237	0.914934	
0.944444	0.955556	0.916448	0.916044	
0.911111	0.911111	0.909788	0.909284	
0.966667	0.988889	0.922200	0.922906	
0.922222	0.922222	0.911100	0.912109	
0.955556	0.955556	0.921393	0.921191	
0.833333	0.844444	0.844803	0.848940	
0.922222	0.922222	0.915742	0.915540	
0.933333	0.933333	0.919273	0.919273	
0.900000	0.922222	0.896569	0.897175	
0.922222	0.922222	0.903128	0.903330	
0.922222	0.944444	0.908981	0.908577	
0.722222	0.755556	0.770333	0.779314	
0.866667	0.866667	0.865489	0.868718	
