Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.911111	0.911111	0.917760	0.917659	
0.933333	0.944444	0.906963	0.908678	
0.911111	0.922222	0.919576	0.920787	
0.955556	0.977778	0.918063	0.919273	
0.955556	0.966667	0.917962	0.919374	
0.955556	0.955556	0.918264	0.918264	
0.933333	0.933333	0.921594	0.922906	
0.933333	0.944444	0.918870	0.919879	
0.944444	0.955556	0.924622	0.924117	
0.944444	0.944444	0.923310	0.924117	
0.900000	0.900000	0.924622	0.925328	
0.966667	0.966667	0.921493	0.922603	
0.877778	0.877778	0.851564	0.855600	
0.955556	0.977778	0.920383	0.921493	
0.944444	0.944444	0.921897	0.922099	
0.900000	0.922222	0.906862	0.908073	
0.888889	0.888889	0.915641	0.916549	
0.922222	0.933333	0.922603	0.924723	
0.811111	0.833333	0.874571	0.876892	
0.888889	0.888889	0.911705	0.912916	
