Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.822222	0.844444	0.898083	0.900303	
0.888889	0.900000	0.872149	0.872654	
0.866667	0.877778	0.923613	0.923915	
0.922222	0.944444	0.902624	0.903027	
0.944444	0.944444	0.919980	0.919273	
0.977778	0.977778	0.920888	0.920989	
0.922222	0.933333	0.894046	0.896872	
0.922222	0.922222	0.906155	0.906054	
0.911111	0.944444	0.887084	0.888194	
0.900000	0.911111	0.912714	0.911504	
0.933333	0.933333	0.878910	0.882139	
0.900000	0.900000	0.895459	0.897982	
0.644444	0.655556	0.642583	0.649647	
0.911111	0.933333	0.890616	0.893037	
0.944444	0.966667	0.909183	0.909183	
0.833333	0.866667	0.819374	0.824319	
0.933333	0.944444	0.887992	0.888799	
0.877778	0.877778	0.882442	0.885469	
0.800000	0.822222	0.780525	0.785166	
0.833333	0.833333	0.864379	0.866498	
