Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.922222	0.933333	0.926741	0.926741	
0.866667	0.866667	0.863169	0.865288	
0.877778	0.888889	0.919374	0.920283	
0.900000	0.911111	0.926539	0.926034	
0.866667	0.866667	0.919173	0.920888	
0.933333	0.933333	0.916751	0.917154	
0.922222	0.922222	0.919273	0.918365	
0.933333	0.933333	0.920686	0.922200	
0.922222	0.944444	0.908476	0.907265	
0.911111	0.922222	0.925025	0.925025	
0.922222	0.933333	0.912008	0.910898	
0.933333	0.944444	0.929566	0.929768	
0.866667	0.900000	0.864480	0.867508	
0.900000	0.911111	0.918971	0.918567	
0.911111	0.922222	0.921393	0.921594	
0.944444	0.966667	0.915540	0.916044	
0.922222	0.922222	0.918365	0.919374	
0.888889	0.888889	0.911403	0.911604	
0.666667	0.700000	0.750959	0.755298	
0.855556	0.866667	0.861756	0.863269	
