Support Loss	Context Loss	Support Acc.	Context Acc.	
0.382473	0.393824	48.437500	11.111112	
0.373998	0.367674	45.703125	15.555556	
0.383368	0.376883	42.187500	14.444445	
0.343425	0.343325	44.140625	18.888889	
0.332310	0.351635	47.265625	12.222223	
0.311426	0.308999	47.656250	21.111113	
0.354803	0.288152	46.484375	32.222225	
0.311157	0.330878	48.828125	23.333334	
0.315015	0.318449	38.671875	26.666668	
0.331289	0.344694	45.312500	18.888889	
0.321671	0.283919	49.609375	28.888889	
0.318975	0.318149	45.312500	28.888889	
0.286351	0.301367	54.296875	31.111113	
0.277379	0.285569	53.125000	32.222225	
0.296962	0.267486	55.078125	35.555557	
0.271725	0.306712	50.781250	32.222225	
0.276702	0.256617	50.781250	38.888889	
0.281136	0.278586	51.171875	42.222225	
0.275919	0.266158	53.125000	37.777779	
0.271849	0.274318	50.781250	43.333336	
0.273172	0.248378	53.125000	42.222225	
0.290091	0.272957	54.296875	34.444447	
0.256139	0.273956	58.203125	38.888889	
0.250931	0.251356	60.156250	43.333336	
0.253557	0.235479	49.218750	42.222225	
0.255425	0.243504	60.546875	45.555557	
0.257363	0.241196	55.078125	44.444447	
0.239691	0.252399	57.031250	42.222225	
0.246600	0.230805	57.031250	53.333336	
0.235301	0.231038	57.812500	51.111115	
0.233083	0.229992	59.765625	44.444447	
0.240779	0.236374	57.812500	53.333336	
0.240697	0.242855	58.984375	51.111115	
0.235959	0.242248	57.031250	51.111115	
0.224880	0.225032	64.062500	54.444447	
0.208428	0.210850	61.328125	54.444447	
0.217038	0.209958	62.109375	56.666668	
0.242048	0.218889	60.546875	58.888893	
0.227484	0.219451	59.765625	54.444447	
0.228248	0.231883	60.156250	53.333336	
0.235062	0.236026	59.765625	47.777779	
0.226220	0.220494	56.250000	55.555557	
0.215549	0.215116	62.890625	57.777779	
0.236439	0.211846	61.328125	54.444447	
0.237316	0.241811	62.109375	48.888893	
0.217124	0.213836	64.843750	58.888893	
0.199293	0.217755	69.140625	53.333336	
0.206778	0.218353	63.671875	55.555557	
0.197319	0.219052	67.187500	50.000004	
0.206995	0.237119	62.109375	51.111115	
0.210358	0.234363	64.062500	52.222225	
0.228338	0.225490	60.546875	54.444447	
0.197534	0.245237	63.281250	48.888893	
0.217728	0.199044	63.671875	57.777779	
0.219602	0.187665	60.546875	64.444450	
0.198933	0.213943	62.109375	54.444447	
0.203442	0.194633	63.671875	63.333336	
0.197333	0.191143	62.109375	61.111115	
0.195458	0.220067	67.187500	57.777779	
0.201716	0.194963	64.453125	63.333336	
0.208292	0.210730	62.890625	55.555557	
0.201456	0.200044	67.187500	62.222225	
0.207664	0.215001	64.062500	52.222225	
0.199019	0.196261	65.234375	64.444450	
0.197452	0.199868	67.187500	57.777779	
0.203046	0.198136	64.843750	66.666672	
0.197303	0.213445	67.968750	56.666668	
0.199612	0.220542	69.531250	54.444447	
0.202811	0.193960	64.843750	63.333336	
0.186716	0.200990	66.015625	53.333336	
0.182699	0.192222	69.140625	63.333336	
0.191125	0.177846	61.718750	64.444450	
0.201826	0.189778	64.062500	61.111115	
0.207146	0.185447	58.593750	64.444450	
0.178329	0.216038	65.625000	54.444447	
0.193864	0.168972	65.625000	68.888893	
0.181025	0.194754	68.359375	63.333336	
0.197803	0.181421	64.843750	62.222225	
0.195724	0.191597	64.453125	66.666672	
0.193422	0.187021	66.796875	67.777779	
0.180880	0.191856	67.187500	63.333336	
0.196735	0.191067	67.187500	57.777779	
0.180283	0.201974	69.531250	61.111115	
0.184089	0.168187	67.187500	65.555557	
0.194706	0.184053	61.718750	66.666672	
0.185827	0.192069	64.453125	58.888893	
0.190351	0.174058	65.234375	65.555557	
0.175699	0.173854	66.406250	72.222229	
0.179340	0.189405	71.484375	66.666672	
0.192779	0.199564	65.625000	63.333336	
0.183776	0.199583	70.312500	61.111115	
0.189780	0.185477	65.625000	62.222225	
0.187474	0.200278	67.187500	54.444447	
0.183254	0.185470	66.796875	66.666672	
0.194408	0.172352	64.453125	70.000000	
0.174915	0.184043	69.921875	62.222225	
0.165293	0.172602	67.968750	63.333336	
0.194074	0.180156	63.281250	64.444450	
0.175358	0.197703	70.312500	61.111115	
0.195603	0.187968	67.187500	60.000004	
0.175158	0.167849	69.140625	67.777779	
0.194900	0.168896	67.578125	68.888893	
0.178864	0.183567	69.140625	61.111115	
0.172451	0.166124	66.406250	67.777779	
0.193834	0.173479	68.750000	65.555557	
0.195630	0.183469	65.625000	57.777779	
0.162507	0.160531	71.093750	72.222229	
0.175305	0.167516	70.312500	68.888893	
0.175342	0.173115	66.796875	63.333336	
0.192625	0.177650	63.671875	60.000004	
0.172642	0.178081	70.703125	67.777779	
0.168333	0.180838	69.531250	61.111115	
0.182639	0.160048	70.312500	68.888893	
0.169122	0.177541	72.265625	68.888893	
0.178039	0.176652	67.187500	66.666672	
