Support Loss	Context Loss	Support Acc.	Context Acc.	
0.115348	0.078314	81.250000	86.666672	
0.115091	0.086737	82.812500	86.666672	
0.109008	0.099698	85.156250	84.444450	
0.122944	0.097455	82.812500	82.222229	
0.116120	0.110446	81.640625	82.222229	
0.099791	0.115041	85.546875	76.666672	
0.095510	0.072879	84.375000	86.666672	
0.113121	0.101944	84.375000	82.222229	
0.100454	0.097800	84.765625	81.111115	
0.085407	0.073686	86.718750	88.888893	
0.104297	0.090230	83.593750	78.888893	
0.096112	0.126467	85.156250	82.222229	
0.110525	0.086752	83.984375	85.555557	
0.098346	0.104638	86.328125	83.333336	
0.079357	0.105277	89.062500	77.777779	
0.095109	0.094326	88.281250	84.444450	
0.099109	0.085408	85.937500	88.888893	
0.092437	0.092844	84.765625	85.555557	
0.111778	0.080352	82.031250	88.888893	
0.111322	0.120929	86.328125	82.222229	
0.114972	0.102452	85.937500	84.444450	
0.120323	0.101620	82.421875	82.222229	
0.087289	0.101747	89.453125	81.111115	
0.102053	0.099978	85.156250	86.666672	
0.103473	0.099604	86.328125	85.555557	
0.077230	0.106090	87.890625	82.222229	
0.095779	0.086232	83.984375	83.333336	
0.099306	0.089214	83.203125	86.666672	
0.088208	0.107258	84.765625	81.111115	
0.111881	0.087100	85.156250	88.888893	
0.102710	0.094450	84.375000	82.222229	
0.102261	0.111575	85.937500	80.000000	
0.102904	0.090051	87.109375	87.777779	
0.082951	0.091034	85.546875	82.222229	
0.079135	0.073742	89.453125	88.888893	
0.097747	0.116028	85.937500	81.111115	
0.091753	0.081458	89.453125	90.000008	
0.109337	0.083167	85.937500	88.888893	
0.104655	0.089777	87.500000	87.777779	
0.104788	0.100389	78.906250	82.222229	
0.118523	0.108508	82.421875	78.888893	
0.116738	0.105138	79.687500	81.111115	
0.080903	0.090594	87.890625	85.555557	
0.103528	0.099003	84.765625	84.444450	
0.079746	0.097506	87.890625	83.333336	
0.088365	0.116675	87.500000	77.777779	
0.101754	0.073814	86.328125	90.000008	
0.093312	0.104507	81.250000	81.111115	
0.093376	0.080461	85.156250	83.333336	
0.098365	0.103600	85.937500	80.000000	
0.088199	0.099285	86.718750	85.555557	
0.098781	0.098342	85.156250	82.222229	
0.065582	0.069004	88.281250	91.111115	
0.089688	0.085347	89.062500	87.777779	
0.101058	0.081548	84.765625	86.666672	
0.086942	0.111309	85.546875	74.444450	
0.109897	0.090626	83.984375	83.333336	
0.084621	0.092532	85.156250	85.555557	
0.090959	0.082598	87.109375	87.777779	
0.097466	0.106698	83.203125	80.000000	
0.111412	0.089973	82.421875	82.222229	
0.097901	0.081123	82.812500	87.777779	
0.081605	0.093270	87.109375	87.777779	
0.099227	0.074490	85.937500	88.888893	
0.097477	0.094747	85.156250	85.555557	
0.086992	0.091318	89.843750	85.555557	
0.110026	0.066385	84.765625	90.000008	
0.095559	0.097613	87.109375	87.777779	
0.089863	0.068829	85.156250	88.888893	
0.092357	0.094417	83.984375	82.222229	
0.105038	0.093024	84.765625	82.222229	
0.093263	0.098170	86.328125	84.444450	
0.100720	0.087298	85.156250	84.444450	
0.098909	0.101737	84.765625	86.666672	
0.107772	0.074867	85.156250	87.777779	
0.074207	0.088765	86.718750	83.333336	
0.095002	0.074369	85.546875	86.666672	
0.089806	0.071440	87.109375	86.666672	
0.094172	0.078504	87.500000	87.777779	
0.100613	0.075554	87.890625	85.555557	
0.089748	0.085475	86.328125	84.444450	
0.083104	0.086059	87.890625	84.444450	
0.090138	0.104931	89.062500	84.444450	
0.076314	0.096532	87.890625	80.000000	
0.095764	0.084281	84.765625	88.888893	
0.086860	0.076394	85.156250	86.666672	
0.085289	0.089974	89.453125	86.666672	
0.109808	0.066134	83.984375	90.000008	
0.088893	0.106417	90.234375	83.333336	
0.112535	0.093455	83.593750	86.666672	
0.094639	0.086579	86.718750	83.333336	
0.094005	0.089595	87.500000	88.888893	
0.101794	0.094260	85.937500	86.666672	
0.082312	0.102000	86.718750	83.333336	
0.087875	0.080107	85.937500	86.666672	
0.103602	0.095033	85.156250	83.333336	
0.081781	0.098154	85.156250	85.555557	
0.067146	0.064629	86.718750	91.111115	
0.077605	0.093347	86.328125	88.888893	
0.091911	0.072532	87.109375	88.888893	
0.093752	0.087281	84.765625	86.666672	
0.070385	0.089027	90.234375	83.333336	
0.110122	0.046753	86.328125	96.666672	
0.086917	0.077203	87.500000	85.555557	
0.097097	0.094521	86.328125	82.222229	
0.074932	0.103968	88.671875	78.888893	
0.078638	0.094431	89.843750	81.111115	
0.085038	0.101540	85.937500	81.111115	
0.094960	0.090418	84.375000	84.444450	
0.082828	0.089623	86.718750	83.333336	
0.109977	0.071235	84.375000	92.222229	
0.088265	0.109215	87.890625	78.888893	
0.094381	0.080083	84.765625	86.666672	
0.104373	0.105019	87.109375	78.888893	
0.089807	0.102068	87.890625	82.222229	
0.084833	0.075301	87.500000	88.888893	
