Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.388889	0.433333	0.458829	0.467306	
0.488889	0.511111	0.561958	0.569929	
0.644444	0.655556	0.617760	0.629162	
0.800000	0.822222	0.827851	0.832997	
0.877778	0.888889	0.892533	0.898285	
0.944444	0.944444	0.902523	0.906256	
0.944444	0.944444	0.917760	0.918063	
0.888889	0.888889	0.910293	0.913017	
0.900000	0.900000	0.888093	0.891625	
0.833333	0.844444	0.840666	0.845409	
0.811111	0.833333	0.803532	0.811302	
0.766667	0.777778	0.784057	0.788396	
0.844444	0.844444	0.791221	0.797578	
0.855556	0.866667	0.841271	0.843895	
0.944444	0.944444	0.902725	0.903431	
0.911111	0.922222	0.912614	0.913522	
0.900000	0.922222	0.915742	0.915742	
0.922222	0.955556	0.904743	0.906054	
0.888889	0.888889	0.886377	0.887790	
0.722222	0.744444	0.772351	0.778305	
