Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.355556	0.344444	0.423209	0.428658	
0.500000	0.533333	0.517053	0.521897	
0.555556	0.577778	0.557114	0.555701	
0.722222	0.744444	0.688799	0.683350	
0.733333	0.744444	0.711302	0.710797	
0.644444	0.644444	0.698285	0.703734	
0.588889	0.611111	0.648032	0.649243	
0.533333	0.544444	0.602220	0.609788	
0.622222	0.655556	0.488900	0.492331	
0.488889	0.511111	0.458527	0.468819	
0.377778	0.400000	0.465086	0.472553	
0.522222	0.533333	0.539657	0.539758	
0.477778	0.500000	0.564178	0.563572	
0.611111	0.644444	0.628052	0.635419	
0.688889	0.711111	0.654087	0.655701	
0.600000	0.611111	0.602926	0.608577	
0.522222	0.555556	0.535318	0.540262	
0.488889	0.500000	0.513522	0.521594	
0.411111	0.455556	0.428961	0.433199	
0.411111	0.422222	0.333905	0.341171	
