Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.911111	0.911111	0.876085	0.876892	
0.900000	0.900000	0.871443	0.875277	
0.866667	0.888889	0.885671	0.887286	
0.911111	0.922222	0.894046	0.895358	
0.888889	0.911111	0.909485	0.911302	
0.877778	0.900000	0.908375	0.909183	
0.966667	0.966667	0.918264	0.918769	
0.877778	0.877778	0.908678	0.909788	
0.877778	0.888889	0.914934	0.915641	
0.911111	0.911111	0.899495	0.899798	
0.877778	0.900000	0.904036	0.904238	
0.877778	0.900000	0.884057	0.886276	
0.833333	0.844444	0.886983	0.888597	
0.822222	0.822222	0.884763	0.886579	
0.888889	0.900000	0.906660	0.908073	
0.933333	0.955556	0.902725	0.904238	
0.900000	0.911111	0.909284	0.910494	
0.866667	0.877778	0.897578	0.899697	
0.866667	0.888889	0.883754	0.885772	
0.722222	0.733333	0.731181	0.738749	
