Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.433333	0.444444	0.443895	0.454490	
0.588889	0.600000	0.558325	0.567911	
0.666667	0.677778	0.610192	0.619677	
0.788889	0.788889	0.831584	0.837538	
0.877778	0.888889	0.893340	0.895055	
0.888889	0.900000	0.900706	0.904642	
0.911111	0.911111	0.904642	0.907972	
0.800000	0.800000	0.897175	0.899899	
0.888889	0.900000	0.849445	0.852371	
0.866667	0.877778	0.793845	0.796670	
0.800000	0.811111	0.754490	0.758527	
0.800000	0.811111	0.748335	0.752170	
0.744444	0.777778	0.762361	0.765893	
0.866667	0.866667	0.818365	0.822402	
0.844444	0.877778	0.891524	0.893946	
0.955556	0.955556	0.899294	0.900505	
0.866667	0.866667	0.895358	0.895358	
0.922222	0.944444	0.881837	0.883451	
0.811111	0.822222	0.842180	0.844097	
0.733333	0.755556	0.706862	0.714127	
