Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.388889	0.388889	0.402422	0.413824	
0.355556	0.411111	0.489808	0.512815	
0.544444	0.544444	0.508073	0.516347	
0.600000	0.600000	0.625328	0.627851	
0.644444	0.622222	0.647427	0.639051	
0.611111	0.611111	0.624420	0.630071	
0.544444	0.622222	0.574470	0.587185	
0.522222	0.522222	0.524117	0.521998	
0.344444	0.366667	0.362059	0.375177	
0.166667	0.200000	0.267306	0.282442	
0.233333	0.255556	0.246922	0.253481	
0.155556	0.200000	0.153683	0.163068	
0.166667	0.166667	0.145610	0.152170	
0.188889	0.188889	0.125126	0.130676	
0.088889	0.077778	0.118971	0.124117	
0.111111	0.122222	0.118668	0.123007	
0.155556	0.155556	0.128557	0.137841	
0.122222	0.155556	0.134208	0.145610	
0.144444	0.200000	0.131584	0.140262	
0.222222	0.244444	0.174874	0.185368	
