Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.422222	0.433333	0.415136	0.420484	
0.500000	0.500000	0.533602	0.538749	
0.588889	0.588889	0.589909	0.596065	
0.755556	0.755556	0.789606	0.792836	
0.844444	0.855556	0.821493	0.822503	
0.811111	0.833333	0.799495	0.802825	
0.600000	0.611111	0.715944	0.719475	
0.655556	0.688889	0.655701	0.659839	
0.477778	0.488889	0.485772	0.491927	
0.477778	0.511111	0.457719	0.464783	
0.422222	0.444444	0.461352	0.466801	
0.555556	0.566667	0.591120	0.593542	
0.622222	0.622222	0.626842	0.632694	
0.722222	0.733333	0.738345	0.741776	
0.788889	0.811111	0.793340	0.795661	
0.677778	0.666667	0.700000	0.703835	
0.644444	0.644444	0.571544	0.575984	
0.566667	0.566667	0.528456	0.534309	
0.400000	0.422222	0.392331	0.399697	
0.255556	0.244444	0.267003	0.274168	
