task,task_0_acc,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc,task_19_acc
0,41.382441977800205,51.281533804238144,51.63471241170535,62.78506559031282,63.90514631685166,63.00706357214934,58.718466195761856,52.199798183652874,37.51765893037336,28.244197780020183,25.348133198789103,16.30676084762866,15.216952573158427,13.06760847628658,12.411705348133198,12.300706357214935,13.784056508577194,14.561049445005045,14.026236125126136,18.536831483350152
1,42.865792129162465,52.18970736629667,55.57013118062563,68.33501513622603,71.07971745711403,70.37336024217961,64.92431886982845,60.97880928355197,49.233097880928355,46.88193743693239,47.25529767911201,53.97578203834511,56.35721493440969,63.541876892028256,65.57013118062564,60.8577194752775,54.02623612512613,52.15943491422805,43.319878910191726,34.117053481331986
2,44.37941473259334,56.47830474268416,61.35216952573158,78.65792129162462,81.09989909182644,79.42482341069626,71.715438950555,67.11402623612513,51.442986881937436,47.527749747729565,48.657921291624625,57.19475277497477,59.77800201816347,66.5489404641776,70.13118062563068,60.45408678102926,49.39455095862765,46.07467204843592,34.702320887991924,26.347124117053482
3,42.04843592330979,53.87487386478305,59.60645812310797,79.28355196770939,82.2502522704339,80.28254288597377,71.94752774974774,65.98385469223007,49.19273461150353,46.47830474268416,46.680121089808274,59.354187689202824,63.269424823410695,74.17759838546922,79.56609485368315,70.38345105953582,57.598385469223004,53.43087790110999,39.969727547931384,27.4167507568113
4,40.75681130171544,52.44197780020182,58.36528758829465,80.93844601412714,85.6912209889001,85.56004036326942,81.8970736629667,77.98183652875883,61.564076690211905,56.266397578203836,55.56004036326942,64.35923309788093,68.12310797174571,77.51765893037336,82.27043390514632,72.54288597376387,59.21291624621594,54.510595358224016,39.73763874873865,26.266397578203833
5,41.93743693239152,53.40060544904137,59.132189707366294,81.60443995963674,86.93239152371342,86.76084762865793,84.33905146316852,80.61553985872855,64.28859737638749,56.8920282542886,55.89303733602422,64.33905146316852,68.51664984863774,78.82946518668012,85.96367305751765,83.6326942482341,78.51664984863774,75.0050454086781,63.43087790110999,46.00403632694248
6,44.127144298688194,56.15539858728557,61.5438950554995,83.32996972754793,88.30474268415742,88.73864783047426,87.63874873864783,84.98486377396569,70.79717457114026,63.01715438950555,60.595358224016145,66.80121089808274,70.15136226034309,79.92936427850655,87.0534813319879,84.85368314833501,80.99899091826438,77.46720484359233,66.93239152371342,48.53683148335015
7,44.24823410696266,56.680121089808274,61.80625630676085,83.84460141271443,89.39455095862765,89.60645812310797,89.03128153380423,86.7204843592331,72.98688193743693,64.81331987891019,61.49344096871847,68.04238143289606,70.88799192734612,80.60544904137235,88.70837537840565,88.79919273461151,86.30676084762865,83.9757820383451,75.90312815338042,57.20484359233098
8,46.0343087790111,58.68819374369324,63.41069626639758,84.4702320887992,89.92936427850655,90.99899091826438,90.97880928355197,89.656912209889,84.36932391523713,78.36528758829465,74.56104944500504,75.28758829465187,76.79112008072654,83.31987891019172,89.59636730575177,89.02119071644803,87.50756811301716,84.43995963673058,76.0443995963673,58.950554994954594
9,45.44904137235116,56.791120080726536,61.96770938446014,83.75378405650858,89.50554994954591,90.46417759838548,90.79717457114026,89.9899091826438,85.23713420787084,79.6670030272452,75.85267406659939,75.21695257315842,76.58930373360242,82.2401614530777,89.39455095862765,90.05045408678103,89.53582240161452,88.34510595358223,84.40968718466196,71.41271442986881
10,48.12310797174571,58.69828456104945,63.90514631685166,84.15741675075681,90.30272452068617,91.00908173562058,91.84661957618567,91.19071644803229,88.90010090817356,83.74369323915238,80.99899091826438,79.53582240161452,79.95963673057517,84.69223007063572,90.36326942482341,91.14026236125126,90.6760847628658,89.15237134207871,85.71140262361251,71.06962663975781
11,46.730575176589305,56.99293642785066,62.91624621594349,83.29969727547932,89.82845610494451,90.62563067608477,91.80625630676084,91.30171543895055,89.16246215943491,84.54086781029264,81.13017154389506,78.83955600403633,79.75782038345106,84.38950554994955,90.343087790111,91.35216952573158,91.57416750756812,90.60544904137235,88.7790110998991,77.83047426841574
12,74.25832492431887,76.94248234106962,79.57618567103935,87.02320887991927,90.57517658930374,90.94853683148335,91.78607467204844,90.97880928355197,89.73763874873865,85.36831483350151,82.00807265388497,79.74772956609485,80.3531786074672,84.22805247225025,90.23208879919274,90.95862764883955,91.30171543895055,90.15136226034309,87.76992936427851,73.11806256306761
13,78.49646821392533,80.17154389505549,82.49243188698284,88.30474268415742,91.0393541876892,91.27144298688194,92.15943491422806,91.3824419778002,90.45408678102926,87.70938446014127,85.91321897073664,83.12815338042381,83.53178607467206,85.06559031281533,89.9899091826438,90.31281533804238,90.92835519677094,89.91927346115035,88.30474268415742,75.16649848637739
14,84.80322906155399,84.8234106962664,85.58022199798184,88.29465186680122,90.60544904137235,90.48435923309788,91.45307769929364,90.81735620585268,90.63572149344097,88.04238143289606,87.0736629667003,84.38950554994955,84.72250252270435,86.09485368314833,90.6962663975782,90.72653884964681,91.20080726538849,90.22199798183652,88.37537840565086,73.73360242179616
15,86.0343087790111,85.21695257315842,85.42885973763875,87.70938446014127,90.09081735620585,89.77800201816348,91.12008072653884,90.14127144298688,90.47426841574168,88.90010090817356,89.10191725529768,86.30676084762865,86.30676084762865,86.74066599394551,90.80726538849648,90.74672048435923,91.372351160444,90.44399596367306,89.06155398587286,75.57013118062564
16,87.43693239152371,87.56811301715439,88.52674066599394,89.56609485368315,91.14026236125126,90.71644803229061,91.2209889001009,90.60544904137235,90.59535822401615,88.49646821392533,88.99091826437942,85.59031281533804,85.70131180625631,85.81231079717458,89.76791120080726,90.03027245206862,90.51463168516649,89.57618567103935,87.69929364278507,73.48133198789102
17,87.68920282542886,87.52774974772957,88.72855701311806,89.53582240161452,91.13017154389506,90.91826437941474,91.87689202825429,90.97880928355197,91.5640766902119,89.97981836528758,90.42381432896065,88.627648839556,88.85973763874874,88.65792129162462,90.80726538849648,90.42381432896065,91.04944500504541,89.96972754793138,88.57719475277497,73.87487386478304
18,88.17356205852674,88.49646821392533,89.74772956609485,89.68718466195762,90.66599394550958,90.36326942482341,91.68516649848638,90.82744702320888,91.75580221997981,90.38345105953582,90.30272452068617,88.47628657921291,88.39556004036326,87.98183652875883,90.14127144298688,90.05045408678103,90.54490413723512,89.89909182643794,88.12310797174571,72.78506559031281
