Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.400000	0.422222	0.472654	0.481231	
0.622222	0.633333	0.579818	0.586983	
0.655556	0.677778	0.632190	0.639051	
0.866667	0.877778	0.838042	0.841574	
0.966667	0.966667	0.903229	0.903027	
0.933333	0.955556	0.908880	0.910091	
0.911111	0.911111	0.918063	0.918466	
0.955556	0.955556	0.912916	0.911907	
0.877778	0.888889	0.887387	0.889001	
0.844444	0.888889	0.836932	0.837437	
0.800000	0.811111	0.805954	0.809990	
0.822222	0.833333	0.788093	0.795358	
0.811111	0.822222	0.795762	0.799596	
0.855556	0.855556	0.844601	0.846922	
0.900000	0.900000	0.903128	0.903633	
0.900000	0.900000	0.911201	0.911403	
0.877778	0.888889	0.905247	0.906761	
0.877778	0.877778	0.890010	0.891524	
0.811111	0.844444	0.854390	0.857114	
0.688889	0.700000	0.702825	0.710696	
