Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.877778	0.888889	0.883249	0.883249	
0.888889	0.877778	0.880827	0.886478	
0.877778	0.877778	0.898285	0.900101	
0.955556	0.955556	0.894854	0.897175	
0.877778	0.888889	0.906761	0.908678	
0.888889	0.888889	0.899697	0.903330	
0.933333	0.933333	0.909183	0.910898	
0.900000	0.911111	0.903330	0.905449	
0.911111	0.922222	0.910091	0.910595	
0.900000	0.900000	0.900908	0.903027	
0.888889	0.888889	0.906660	0.909384	
0.955556	0.955556	0.891927	0.893037	
0.944444	0.944444	0.901009	0.900303	
0.922222	0.944444	0.894349	0.896165	
0.911111	0.922222	0.909082	0.912412	
0.877778	0.888889	0.897074	0.899294	
0.933333	0.966667	0.904844	0.906054	
0.911111	0.911111	0.894854	0.898486	
0.922222	0.944444	0.880525	0.885066	
0.777778	0.822222	0.726034	0.734914	
