Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.444444	0.455556	0.452170	0.460343	
0.566667	0.566667	0.579314	0.586882	
0.677778	0.700000	0.629364	0.634107	
0.844444	0.844444	0.844198	0.844702	
0.944444	0.944444	0.897780	0.899294	
0.877778	0.877778	0.909183	0.909990	
0.888889	0.900000	0.910394	0.909788	
0.944444	0.955556	0.897276	0.896569	
0.833333	0.888889	0.839556	0.843693	
0.755556	0.766667	0.780626	0.783653	
0.688889	0.722222	0.740666	0.745610	
0.600000	0.633333	0.748840	0.752876	
0.777778	0.811111	0.764985	0.767911	
0.811111	0.822222	0.831483	0.833199	
0.855556	0.866667	0.895358	0.895964	
0.911111	0.922222	0.887286	0.890212	
0.900000	0.900000	0.872856	0.875076	
0.833333	0.833333	0.842684	0.844400	
0.855556	0.866667	0.757720	0.760444	
0.666667	0.688889	0.579919	0.589506	
