Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.833333	0.844444	0.871140	0.874369	
0.833333	0.833333	0.872856	0.875681	
0.866667	0.888889	0.881534	0.885267	
0.900000	0.900000	0.893542	0.895661	
0.866667	0.866667	0.909082	0.911403	
0.900000	0.911111	0.904238	0.907164	
0.933333	0.933333	0.910696	0.912210	
0.866667	0.866667	0.903835	0.906054	
0.922222	0.933333	0.906458	0.905954	
0.866667	0.866667	0.882543	0.884965	
0.933333	0.944444	0.888396	0.889909	
0.888889	0.900000	0.852775	0.855903	
0.855556	0.855556	0.852573	0.857013	
0.877778	0.900000	0.855399	0.858123	
0.922222	0.944444	0.895863	0.897679	
0.900000	0.888889	0.897376	0.900303	
0.888889	0.911111	0.903835	0.905146	
0.888889	0.900000	0.892331	0.895762	
0.900000	0.900000	0.875177	0.876993	
0.733333	0.744444	0.728557	0.734813	
