Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.888889	0.900000	0.880222	0.881736	
0.855556	0.855556	0.884460	0.884965	
0.900000	0.900000	0.895661	0.897477	
0.900000	0.911111	0.895056	0.896872	
0.922222	0.922222	0.903330	0.906660	
0.844444	0.833333	0.905348	0.903633	
0.955556	0.955556	0.915338	0.916852	
0.922222	0.944444	0.906660	0.908274	
0.933333	0.955556	0.916246	0.917558	
0.900000	0.922222	0.902321	0.903835	
0.933333	0.933333	0.900303	0.903027	
0.900000	0.922222	0.882240	0.884763	
0.866667	0.888889	0.879919	0.883956	
0.855556	0.877778	0.876892	0.879818	
0.900000	0.911111	0.900908	0.901413	
0.911111	0.911111	0.896569	0.900505	
0.911111	0.911111	0.903532	0.905449	
0.911111	0.911111	0.897982	0.898991	
0.844444	0.844444	0.879314	0.881231	
0.788889	0.800000	0.720585	0.727851	
