Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.355556	0.366667	0.411201	0.419374	
0.477778	0.511111	0.529465	0.534006	
0.700000	0.700000	0.585974	0.591322	
0.833333	0.844444	0.812714	0.816044	
0.833333	0.844444	0.869627	0.869324	
0.866667	0.855556	0.867205	0.867608	
0.844444	0.877778	0.842381	0.843391	
0.755556	0.755556	0.805449	0.806155	
0.555556	0.566667	0.639051	0.642886	
0.544444	0.555556	0.568214	0.568920	
0.555556	0.555556	0.554591	0.558930	
0.644444	0.688889	0.638446	0.643391	
0.688889	0.688889	0.678708	0.685166	
0.766667	0.766667	0.785772	0.788295	
0.822222	0.844444	0.858224	0.859637	
0.800000	0.811111	0.832997	0.836327	
0.822222	0.833333	0.783249	0.785166	
0.766667	0.777778	0.743391	0.750050	
0.666667	0.711111	0.625631	0.634309	
0.555556	0.566667	0.449849	0.460040	
